Up to date
A,D,B0,B1,B2,Root,Y
34933064037471764121/50000000000000000000,2325508878504289298935835942211/25000000000000000000,1961671428342964471388242536793/20000000000000000000,1100708551961454678492430175423/10000000000000000000,12418416512331796291384459338659/50000000000000000000,46707457302437130827122767/2000000000000000000,-2939423747277/4000000000000000000
439120497231505345941/100000000000000000000,13768567514965127449260595006637/50000000000000000000,1773514017046455623874546244513/12500000000000000000,8719784914695403140263316196383/100000000000000000000,1037090091201587077221308875403/6250000000000000000,103556610278804451319090585969/50000000000000000000,-19171309697967/100000000000000000000
18341664339977308067/5000000000000000000,121154621098016137768421003993/1250000000000000000,12855730142126402884327061471793/100000000000000000000,6136420501800849048554356914711/100000000000000000000,22404374659462614382077153515909/100000000000000000000,223205650495594263731940027/50000000000000000000,-84442807667081/20000000000000000000
1762334824874956487/3125000000000000000,7103275728074036421211940375473/25000000000000000000,6240314300097228457085073669679/20000000000000000000,664329258876886805497513081409/4000000000000000000,1810239400121720759582965710427/50000000000000000000,1443938900153048083666642102429/100000000000000000000,-3372469144303/100000000000000000000
4166504461160977167/100000000000000000000,22948865202317397665097441680303/100000000000000000000,2637406451382471020046354115453/100000000000000000000,6945702138861356617254150487529/100000000000000000000,13663882539000458821225643394347/100000000000000000000,5231919286283438196680801238649/50000000000000000000,-28963100683/20000000000000000000
56244407772253142549/100000000000000000000,24468826490669172566018973758057/100000000000000000000,8978527103569557459464744214623/100000000000000000000,1009502086077697110259492105597/12500000000000000000,23472540600034277469454970338211/100000000000000000000,3238337805518274635724296069/781250000000000000,-129022400411/6250000000000000000
568751069561273317/125000000000000000,1087093530204910626155987553253/20000000000000000000,11417022312889378431647188651793/100000000000000000000,448197560052439107000666832161/50000000000000000000,621203189940189692984075409613/20000000000000000000,406280176688715927993175547/50000000000000000000,-62073847914737/100000000000000000000
450525027182631742003/100000000000000000000,31688254763769338199178039555627/100000000000000000000,2950757469775865691339194785341/50000000000000000000,6129900935081884220513269240803/50000000000000000000,12127870652134997077008645351877/100000000000000000000,13711205051132721329736114359043/100000000000000000000,-1511483080749/50000000000000000000
77714888278955051813/100000000000000000000,32295200987806531556014429293447/100000000000000000000,773974509463433521564484587417/25000000000000000000,95809866331873484981400692831/781250000000000000,813493167565791454841057489779/12500000000000000000,24968957256262863878169029723563/100000000000000000000,-1084584773189/100000000000000000000
152805053900304343359/50000000000000000000,8173189306042471624785949092163/100000000000000000000,1653249505732717336726987388181/12500000000000000000,262621814509549580245446253387/1250000000000000000,15088998833632114989727066834197/100000000000000000000,495841239168796648218391347/100000000000000000000,-48584382589699/12500000000000000000
71419457446282831483/25000000000000000000,982089385443259774085233841407/4000000000000000000,1147119858044560559326861318891/20000000000000000000,669441385343743540274260811319/10000000000000000000,1314826290413399074918439591819/12500000000000000000,4163518386647040633347165745497/50000000000000000000,-235468228219/10000000000000000000
7891144502118685653/2500000000000000000,7187573833178300145846385809871/100000000000000000000,910919881153136703159294463257/100000000000000000000,8669816667577046981731623673751/100000000000000000000,17245123493539261902446547732503/50000000000000000000,326129882009664692623512413/25000000000000000000,-325407527169/10000000000000000000
3723897293151869717/12500000000000000000,16337376527890234082447785525207/100000000000000000000,5302355631221645941830872314219/50000000000000000000,3162798503164395810165650395099/12500000000000000000,1148062412203457531847330115059/12500000000000000000,139388767886669278319199641379/25000000000000000000,-1554686308251/100000000000000000000
216091073365539553051/100000000000000000000,12255122818800268249455374070329/100000000000000000000,737067028618730959579659657669/12500000000000000000,1592931934480450656583007739637/50000000000000000000,10509358960983666133678302072791/100000000000000000000,52357840344823183803218126161/100000000000000000000,-3379390253237/100000000000000000000
50990713319489233267/20000000000000000000,39716608680047332629555917928309/100000000000000000000,1277108906468684120595240951107/10000000000000000000,2961614372839833747025487971231/20000000000000000000,2765575371792617157679748849611/50000000000000000000,868414289631657473548821815889/4000000000000000000,-12537734538011/100000000000000000000
218870243844391033767/100000000000000000000,4899289694705260467017678939373/20000000000000000000,1351906010156681431138773002141/6250000000000000000,898423240074393307157478144191/100000000000000000000,1890199706873105655912932955879/50000000000000000000,1124771983425417125981489512031/100000000000000000000,-3032615056009/100000000000000000000
5435037940820148611/6250000000000000000,35913648952680107063999850193887/100000000000000000000,1062795518587844796702361956693/6250000000000000000,3586786609763537700469095840993/25000000000000000000,1089146223354034864334143143293/20000000000000000000,13963069507469081691506639622449/100000000000000000000,-8498525060223/100000000000000000000
4239813095393235451/20000000000000000000,53611628539673785903294704912743/100000000000000000000,9741438010375225292695829208207/50000000000000000000,10770764809149630506634994990673/50000000000000000000,8664355215493500137124140537753/100000000000000000000,5515946933696320162472429122979/20000000000000000000,-859388783449/12500000000000000000
98145401175804847/200000000000000000,8106421223219128756030751636717/12500000000000000000,5644431544016798364542467514901/50000000000000000000,2624617211920688812117748309297/20000000000000000000,20369967009138346517301705669753/100000000000000000000,-622768696038916142766742175791/10000000000000000000,-11586644891333/100000000000000000000
10478134615367469169/10000000000000000000,8643232901905487450323714956401/25000000000000000000,792180909854442845609881258537/6250000000000000000,992193985195476464213066147067/25000000000000000000,7561815923727191916662173967491/50000000000000000000,1738809452756027327526133069729/25000000000000000000,-4376384360067/100000000000000000000
147148798244549933361/100000000000000000000,6218531812602253703641542691151/10000000000000000000,3018009944514522753173349214569/100000000000000000000,2348592638013034405100374998329/50000000000000000000,1910702716317235955964844610249/20000000000000000000,-4271679425253784824235223852523/50000000000000000000,-11910440911143/100000000000000000000
129786524401677505011/50000000000000000000,20413603691252457543394623703749/50000000000000000000,3663399815746617976373249652193/100000000000000000000,8224901745194861487374377993687/100000000000000000000,1066319246765991937601614444643/5000000000000000000,16400778765291513428707768342453/100000000000000000000,-11580275171057/100000000000000000000
45873184840567016943/20000000000000000000,23272871094241185651567733993357/100000000000000000000,17676713834972146444987461171611/100000000000000000000,5643417763691701999107765634723/100000000000000000000,2319097956647896196426460774259/20000000000000000000,32887670846339727040518521041/25000000000000000000,-20308088461113/100000000000000000000
29749708938581914239/10000000000000000000,8791119778606487896058607986871/100000000000000000000,20359510388418850738101155225201/100000000000000000000,2808577326799786706693603750289/50000000000000000000,4852530934808774828511227903477/100000000000000000000,1686180660842954172432936231/100000000000000000000,-304157789229/400000000000000000
29138324106485691437/25000000000000000000,20691336445475076037816213380711/50000000000000000000,904937749301724021665397151869/100000000000000000000,11989106272809174713998958941283/100000000000000000000,161416337561299561850369276413/3125000000000000000,-7527034241087966678455823848517/50000000000000000000,-101722258559/20000000000000000000
25251247186279810753/4000000000000000000,7262992845149178064047040514371/20000000000000000000,1612527182589910505123526265203/25000000000000000000,8460101769890036847304179430017/100000000000000000000,8821685850617461340884749799903/100000000000000000000,-314110024979546138514291479797/100000000000000000000,-541138937523/2500000000000000000
86476289421593920763/50000000000000000000,12136813996677050336559488534927/100000000000000000000,1623511022576824794065683370341/50000000000000000000,5172990401584523462246687214963/100000000000000000000,7346085771989513884948169591627/50000000000000000000,2946627494486182029659191113/5000000000000000000,-8754409508039/100000000000000000000
92399913489049183399/100000000000000000000,10707155051436964705579608446297/100000000000000000000,633134748987137362567954780273/20000000000000000000,8684247744003552417881552668931/100000000000000000000,888253515072279090998526755613/6250000000000000000,6056777904541001701871861209/10000000000000000000,-2768849778311/50000000000000000000
179889877725994525383/100000000000000000000,2753110933101990310793884164931/25000000000000000000,7980406239095054319763433155087/50000000000000000000,799133472256517012951257176503/20000000000000000000,118883919219581987383007633997/100000000000000000000,236759152649176408086742305759/25000000000000000000,-1447695913/25000000000000000000
114150802347803356939/100000000000000000000,5397796396837533617118539194861/100000000000000000000,1353530975421776353453734507371/50000000000000000000,9599161887320907600605768839/160000000000000000,7265709791995954378244424195589/50000000000000000000,2157852950038098285106347301/100000000000000000000,-235381511609/12500000000000000000
615878572765974324943/100000000000000000000,748906276001474591133696729917/2500000000000000000,7283022351321362994049782079119/50000000000000000000,14764045378536464278034175621773/100000000000000000000,11079904956122091608638561302739/100000000000000000000,2191836617066854966051216189487/50000000000000000000,-15969902669053/100000000000000000000
363389725564059669787/100000000000000000000,1698386856448411161234730186341/20000000000000000000,8062327796773727592745515529339/100000000000000000000,20544998891538438982857728035591/100000000000000000000,1608828262718444279655453621221/50000000000000000000,26087064598167930372221101611/100000000000000000000,-503869437639/50000000000000000000
451375284534653074149/100000000000000000000,18550130754312472245463054650241/50000000000000000000,12692830810534862817377237810987/100000000000000000000,1158952898146245590181321608727/100000000000000000000,728513561581486399912638290267/50000000000000000000,-325028711625636065163062399993/25000000000000000000,-4125943616273/100000000000000000000
140856017042764082551/100000000000000000000,217059991323989223811014044693/25000000000000000000,13465189222539848661572131750573/100000000000000000000,3809372880874137398601614827977/100000000000000000000,2067611987385639035736873319161/100000000000000000000,676705903153220059048919/50000000000000000000,-39747493112267/25000000000000000000
654994235796474863/1000000000000000000,40734653972628361449178483653619/100000000000000000000,16589430112479305987750194878119/100000000000000000000,20647627866004804186907447061017/100000000000000000000,10022717467132632577049921974337/100000000000000000000,1425238980142434467433467623279/10000000000000000000,-3530984112311/50000000000000000000
1454311996978073581/20000000000000000000,601783709280149350368397624203/4000000000000000000,2413368372332975441003945138939/20000000000000000000,14955124387581245152107339664273/100000000000000000000,1533047774761271206411485904651/12500000000000000000,188447396676510387362831430679/50000000000000000000,-2756118637267/100000000000000000000
40163060477227920463/12500000000000000000,25689918642815163418096319836619/100000000000000000000,419564644706821800238438112319/4000000000000000000,16015389832663972417196051596171/100000000000000000000,6662571941883390681447032799419/100000000000000000000,8553198748464868859630928177851/100000000000000000000,-4478907961429/100000000000000000000
272306355717337751543/100000000000000000000,1757861773792563000730222925933/12500000000000000000,3791033010459655155548520109301/50000000000000000000,4377758064446331330300961643491/25000000000000000000,154545735707309895756840274131/100000000000000000000,8188393864307423562392889957893/100000000000000000000,-46926433041/12500000000000000000
9178357198829755337/100000000000000000000,1808231331985183360529866963297/25000000000000000000,10805807717589181322633650503033/50000000000000000000,3657981106829194829187671004701/50000000000000000000,493559277964178581341880549607/25000000000000000000,49618360844747960773789376013/100000000000000000000,-869755936789/100000000000000000000
31602709871319946501/100000000000000000000,199842031106798955263413046673/5000000000000000000,3526407111034140584890999465291/50000000000000000000,2982257996928372178645089261733/20000000000000000000,6220710687563859250133756771293/25000000000000000000,11109404096430875132262261/5000000000000000000,-3419506126959/5000000000000000000
262271667730076058191/100000000000000000000,11395156360301398920164951613831/25000000000000000000,28127820963280928978494485663621/100000000000000000000,22260100554589426916958176447219/100000000000000000000,3616866153023348597310308470811/25000000000000000000,950287303253545086308456618501/25000000000000000000,-1431276656083/12500000000000000000
95543130618532376263/100000000000000000000,3774633946595080691709509549711/25000000000000000000,346269917843552798076441589629/2000000000000000000,3583337939367424254890390198017/100000000000000000000,8826493535757074818572039860331/100000000000000000000,10460708347658647547490776163/25000000000000000000,-13921402530009/100000000000000000000
256084228732417282029/100000000000000000000,21861876733304906705521657114169/100000000000000000000,9456743683697516169404567028151/100000000000000000000,3137779152838501132568492520041/20000000000000000000,1083743214088277805626171666031/10000000000000000000,942458808403630134874530147529/50000000000000000000,-1098277401839/20000000000000000000
545386765339564913293/100000000000000000000,3872930958885396173701786227493/50000000000000000000,7070511659473196726129552797363/100000000000000000000,2105563268417328806931479569551/12500000000000000000,10606942599808615717895503378493/100000000000000000000,18891229980533238254735741/1562500000000000000,-4157362852661/5000000000000000000
3629409648780271893/1250000000000000000,661256506017924218186952357691/4000000000000000000,829737105426778153574718441403/12500000000000000000,4537600562877098795411515739387/50000000000000000000,6979001885373706705927105443847/100000000000000000000,2960882949027299045236702039747/100000000000000000000,-337341882463/10000000000000000000
18179785437871315311/3125000000000000000,1379406101790895682493488151929/4000000000000000000,5775281590583542270462467716741/50000000000000000000,7939647417533604694089211064673/50000000000000000000,2710662927455837578179992342313/12500000000000000000,889186874081123369384677333783/50000000000000000000,-442079045431/6250000000000000000
40604188565671513513/25000000000000000000,78711228025413527807530224293/6250000000000000000,6950747170346466869552521419473/50000000000000000000,18415617831872059277278137484633/100000000000000000000,6059334755698187973487899595687/50000000000000000000,1589769264042324821571/312500000000000000,-693687860113811/50000000000000000000
124287292965888972329/100000000000000000000,24641348746518992022203055703453/100000000000000000000,17455255341732074353451198893643/100000000000000000000,7785611332442759854919457206557/100000000000000000000,1693374088761273453934380803753/10000000000000000000,129730010593249894834677503839/100000000000000000000,-1248148789257/100000000000000000000
238689118049881328781/100000000000000000000,19982176867188636114304242843199/50000000000000000000,8667948855103486414979327739981/100000000000000000000,10220408813802957321186617425489/50000000000000000000,407773129584828666735772797021/3125000000000000000,916723786198278741514925978961/5000000000000000000,-1360152031233/6250000000000000000
1091876327497108127/781250000000000000,3282841621781217957138725546501/20000000000000000000,24433074329149016220311666305141/100000000000000000000,2566269588606926673060166139779/100000000000000000000,159985857833600405785074531269/4000000000000000000,58270726220666170290650476823/100000000000000000000,-2698763007137/10000000000000000000
156985961791454798759/100000000000000000000,37575718463078970386742314472583/100000000000000000000,19829518530471105062886562961981/100000000000000000000,3484253764762119013768577688571/20000000000000000000,1586844742818309258315921502937/12500000000000000000,5437558431032365310023620771311/100000000000000000000,-5593935231797/100000000000000000000
300371012320108163607/100000000000000000000,3721745985142889664327769226091/100000000000000000000,1967517644051076606469383449849/100000000000000000000,1191179695149378325509582253861/25000000000000000000,3654419221584179525124022762341/25000000000000000000,235989358823621521526689127/100000000000000000000,-44644500766509/100000000000000000000
79715604885867535721/25000000000000000000,12432952698116882784820776566391/50000000000000000000,7418475426995910740963689448251/100000000000000000000,3544154481313340058251453007603/50000000000000000000,139529458982517587687323448167/50000000000000000000,-767052037370314559578325769317/20000000000000000000,-29485225391/12500000000000000000
36720544892331691763/20000000000000000000,5940207126140800708266558022367/50000000000000000000,13300497769536703343548005686641/100000000000000000000,14676635995633903248529715360447/100000000000000000000,12543105684720343831786652675911/100000000000000000000,3139419870216116062065992247/50000000000000000000,-23260619593097/25000000000000000000
188967641313799534373/100000000000000000000,35189109001236745963030093053141/100000000000000000000,18357368239689568227639304384641/100000000000000000000,2993438157833708609771623379819/100000000000000000000,16328983503309766761922615692411/100000000000000000000,1835763664642868797201088020269/100000000000000000000,-1970798120881/20000000000000000000
57947864307656969013/50000000000000000000,5608706007614786537046986097447/20000000000000000000,302546313692435698652702526491/5000000000000000000,10026777098251464591931811835027/100000000000000000000,23530238679932474492293150480741/100000000000000000000,1356479302170356108978531738671/100000000000000000000,-744960821529/12500000000000000000
9482091783973201579/2500000000000000000,6462813310402350329344455521449/100000000000000000000,17923732178592621427693114164393/100000000000000000000,22381639029652204248012767270733/100000000000000000000,32391734703660993696616358815171/100000000000000000000,6186591604021089703093429/25000000000000000000,-15471230383421/50000000000000000000
385991433818973876063/100000000000000000000,318681129346397109586375400059/781250000000000000,777913602125219264704664480383/12500000000000000000,4518006050853669989810974104949/50000000000000000000,3789112099964567336741088866987/50000000000000000000,-152501181918893330093816711209/20000000000000000000,-22800057379743/100000000000000000000
55916806207203313493/100000000000000000000,53425572294449648147757804319207/100000000000000000000,274335573708581876524601020063/50000000000000000000,1839807501555980172756544546281/50000000000000000000,11954950544632307208788558854677/100000000000000000000,-3958648329865417715246785439841/10000000000000000000,-341211446471/25000000000000000000
48650689659091214229/20000000000000000000,46347278576357597852680020818501/100000000000000000000,365221021988475018894580366343/6250000000000000000,599712020495891263182601772047/3125000000000000000,485734838156669911116724023209/3125000000000000000,12691578534092836684574659500161/50000000000000000000,-1055831923261/12500000000000000000
51223145836989393093/50000000000000000000,33484763103178167842741427313493/100000000000000000000,5167755728195500818299288674317/25000000000000000000,5013478100737573680073686748839/25000000000000000000,5829399564293533732915189245681/100000000000000000000,59449653750995516898548056147/781250000000000000,-697126582459/100000000000000000000
17057598951037023571/5000000000000000000,45053812833946941332654907541723/100000000000000000000,1824207252860932995632289554957/20000000000000000000,10348432122927071105769649206139/100000000000000000000,10766872628991912202528571573863/100000000000000000000,-665684123788742801064292075083/100000000000000000000,-17979641368269/50000000000000000000
20927232758628252797/25000000000000000000,6926690520203703883410572558463/20000000000000000000,6579230376569079088975343334889/50000000000000000000,2392534022568668302956779197847/20000000000000000000,10327984020320446558881443919003/100000000000000000000,2792014459033357521323345952823/25000000000000000000,-2865122009219/100000000000000000000
106882447299705190783/100000000000000000000,444183019642031364059040191557/12500000000000000000,7274714363466734778993307426407/50000000000000000000,6716572343215112896907691611661/50000000000000000000,8373234602106039378565278399441/100000000000000000000,86172534852533433023409513/100000000000000000000,-70743553753021/50000000000000000000
312482426817602894047/100000000000000000000,20808970292558043892158866964187/100000000000000000000,10576978713414211832813583726127/100000000000000000000,78786748135141039183055028729/25000000000000000000,1172794785958929103368782328351/20000000000000000000,-30014013197643641679439092103/10000000000000000000,-4754278085151/50000000000000000000
375199876468973645759/100000000000000000000,2269217344300132967969183283101/25000000000000000000,2657803819531799990731455835927/50000000000000000000,180797552590746637155925262023/6250000000000000000,11931157211439925229638966796057/100000000000000000000,4734958825293813089089355051/100000000000000000000,-1292228446431/20000000000000000000
38763237686501494377/100000000000000000000,11553805042993263408706248902677/100000000000000000000,7117020219418254766392398164777/100000000000000000000,15054549710850331177047810586757/100000000000000000000,9023187106703622406195371137547/100000000000000000000,16762855421303261842776097157/10000000000000000000,-3353511107323/100000000000000000000
114391682367251889979/50000000000000000000,1624279077221540936595854725471/12500000000000000000,2463146442216978740322534466949/25000000000000000000,4445000773250948093793756533533/100000000000000000000,13442887814779131023928845349831/100000000000000000000,12264010843373084921324392949/100000000000000000000,-8854212553387/20000000000000000000
139358507640244263061/100000000000000000000,16165921235916744383682363678451/50000000000000000000,10638148606425913515708563030867/50000000000000000000,5703586886538675944018338267943/50000000000000000000,1101391042524195408371279817219/50000000000000000000,10235694224644174235484734591429/100000000000000000000,-46032489009/20000000000000000000
42015633538996233413/10000000000000000000,33155214800760525962105308425613/100000000000000000000,21929349853874399799048047647751/100000000000000000000,537706085895386379021018449623/25000000000000000000,14852273554908135840722493120949/100000000000000000000,287949677657441373583993330893/100000000000000000000,-134640273751/1250000000000000000
45344710184424250817/25000000000000000000,23372725142024204636247328588441/100000000000000000000,816020586686094626106211698987/25000000000000000000,278429592388821017525140352779/20000000000000000000,411355449968281671202318478571/4000000000000000000,-671115854464512292347742837583/100000000000000000000,-6607517075089/100000000000000000000
156644582349531897411/50000000000000000000,240584332069374470887122315911/5000000000000000000,3308657289019729603892099021357/25000000000000000000,26054621238238324762169630141/12500000000000000000,7219847032637364687844687236047/100000000000000000000,78226109421534440066429423/50000000000000000000,-41959615632611/50000000000000000000
137053891466726604339/100000000000000000000,15414567356834665661400242397791/100000000000000000000,2350709836982308193029444216149/12500000000000000000,1701497252081353795075457630229/20000000000000000000,633769576316598971243849818821/100000000000000000000,222347068766484821712043569919/25000000000000000000,-75946584271/12500000000000000000
53153201358063906203/100000000000000000000,394426695247050777419769368011/4000000000000000000,1081919429560317940316883511023/50000000000000000000,1469488623933480667856452883551/10000000000000000000,1620751152821300136190844173639/10000000000000000000,75026758589028874273662601039/100000000000000000000,-106409680997/2500000000000000000
146948698225556635377/100000000000000000000,35162890840526312977205256433259/100000000000000000000,8903478494318567854228732360339/100000000000000000000,112084556085526234805437871377/2000000000000000000,7308690205286058872799352063689/50000000000000000000,11693500141075129751838925229857/100000000000000000000,-15070423359237/100000000000000000000
55540524716962923607/50000000000000000000,4872504619217207856891672529917/25000000000000000000,11300691896399433512774642845873/100000000000000000000,786787782865944616046339105081/25000000000000000000,4931177820531328408695966055417/100000000000000000000,3517391831714101067133043098339/100000000000000000000,-2175357762857/100000000000000000000
105632935881401031217/100000000000000000000,2128348595485913940368711314837/10000000000000000000,2386526681962110912397519621103/25000000000000000000,20704957284671186693839008414451/100000000000000000000,8468354701496793241373789485923/50000000000000000000,265358010083824431152847205657/100000000000000000000,-13027415812073/100000000000000000000
61851547248538001317/100000000000000000000,8653144160807909294862754539951/100000000000000000000,4392882296772929027623648949451/20000000000000000000,208561609166449654373180368807/3125000000000000000,639054007204305026627184399501/5000000000000000000,832185796352114942703753087/50000000000000000000,-35419893545267/100000000000000000000
2068802360047147191/2500000000000000000,5779598833591101420747066041209/100000000000000000000,5516517859589757899423722704821/50000000000000000000,9815875612759561920805457714477/100000000000000000000,24925728477510536902485881682351/100000000000000000000,220965453833026902345153671/100000000000000000000,-154816482589739/100000000000000000000
181940584847152410177/50000000000000000000,4046156404063378304393756777811/12500000000000000000,5335798294811243906528565144009/25000000000000000000,17174470320658855744152090998699/100000000000000000000,1858184853054528638367319080631/50000000000000000000,1915313019406917687618265337801/25000000000000000000,-13267546991821/100000000000000000000
355358199221557749379/100000000000000000000,1228835442468332590590243045773/4000000000000000000,16436348682448482153992356195229/100000000000000000000,18726267775743522695587173968753/100000000000000000000,17015045891438423135274976947311/100000000000000000000,90104494883467735267262585871/25000000000000000000,-3833530742109/100000000000000000000
424102238975411540511/100000000000000000000,8347250902440244609329502427179/100000000000000000000,13080342089766638655218894416911/100000000000000000000,3394408998836713063217640781931/100000000000000000000,297217484108695327191570271987/12500000000000000000,7021310643321302305666334591/100000000000000000000,-12237317690767/100000000000000000000
47891627154159182853/20000000000000000000,41122019698117050413878628523969/100000000000000000000,669464614347241422140496914209/50000000000000000000,11355132655005450075246307215181/100000000000000000000,723618944412946582496002844649/50000000000000000000,-1975118274365019304272193550183/12500000000000000000,-931526869233/50000000000000000000
33117077543950106427/6250000000000000000,760145083241826576352778965749/50000000000000000000,2136790983948121545078716142127/12500000000000000000,235354806471069237877283453259/25000000000000000000,853098618991103409084471444997/10000000000000000000,196619315142456497193993/50000000000000000000,-589072583206663/20000000000000000000
277096798561546084529/100000000000000000000,33542343365279913631299983025193/100000000000000000000,2658426291228974630926585386517/25000000000000000000,2970493496757069964759959118323/20000000000000000000,6349632282064802519259188453613/100000000000000000000,16667490866372926325752222568423/100000000000000000000,-3822113059343/100000000000000000000
26537944705468548571/100000000000000000000,3120950864765990068118306073559/100000000000000000000,7085129544176554133681243997633/50000000000000000000,5976042437892578797220485086321/100000000000000000000,443405399417775883360320579801/20000000000000000000,227833266498658857012555223/20000000000000000000,-114547959933/50000000000000000000
206979886935491145911/100000000000000000000,8454262404884163039038926979967/50000000000000000000,316215503196664830748285043851/2000000000000000000,1918382172078770350810912504529/10000000000000000000,10597826797851175351346832211311/50000000000000000000,3960304396480476308177642239/50000000000000000000,-3766505609349/2000000000000000000
256521981742070371841/100000000000000000000,17044960582972900950399191473419/50000000000000000000,8691265499729055338881725188483/50000000000000000000,5833553650072777168142512345387/20000000000000000000,242755557562682533204898616201/6250000000000000000,13144860802249808609504116826961/100000000000000000000,-8200325253871/50000000000000000000
55760162777998586027/25000000000000000000,14711209562563890839049764247019/50000000000000000000,7184885797267998568482512453563/100000000000000000000,2117336630480916867326718096737/50000000000000000000,5047205229411048769320834973147/20000000000000000000,619055032957698740145203827471/100000000000000000000,-3407642427611/20000000000000000000
67334057407601359/50000000000000000,9366648248171212700755568105547/25000000000000000000,3962717854153072622769113571967/50000000000000000000,16907936075547875336214607979481/100000000000000000000,8142518593158799440553090876063/100000000000000000000,21795269254198229547445468257161/100000000000000000000,-3251178266721/50000000000000000000
68418159551231364769/12500000000000000000,3166108510943586832466097580081/12500000000000000000,131311584654649208423934443843/25000000000000000000,14503880830000752676946616297311/100000000000000000000,11920198874035833421660729722603/100000000000000000000,6948750939298281367907280138911/50000000000000000000,-1974220478747/50000000000000000000
375080093888998915671/100000000000000000000,12742330572732081074731200045417/50000000000000000000,1026437825966902046543555154573/50000000000000000000,132793177891581286106883915303/625000000000000000,11433407388646457148930089132379/100000000000000000000,12281863966764774236616748961589/100000000000000000000,-5062249812701/100000000000000000000
264569358219509134079/100000000000000000000,375867509178380402066937276583/2500000000000000000,10740001598323932565557024815517/100000000000000000000,2041941890965010814006368458009/25000000000000000000,12608460350821572529035686330563/100000000000000000000,915557797716286581193425951/4000000000000000000,-240606250803/1562500000000000000
59821712462417489931/50000000000000000000,43365980859212984638294745304109/100000000000000000000,16213321003283550966461501165139/100000000000000000000,1007752820733165590669919246189/50000000000000000000,447994313808328271286030266247/50000000000000000000,-8382974269191572670117864839703/100000000000000000000,-1448540757103/50000000000000000000
455442962008058242969/100000000000000000000,7580495270267138954497806584137/100000000000000000000,8824034550776257348247806711093/25000000000000000000,390243226326939891781825922279/4000000000000000000,3800967515083842669945152888667/100000000000000000000,234755667397959556167946899/100000000000000000000,-50492185614577/50000000000000000000
101955324945599060349/25000000000000000000,11993726945549881832973760333101/50000000000000000000,3753164759456738197797584081607/100000000000000000000,596761555027219018777974910019/50000000000000000000,2724525823581320969519887236273/100000000000000000000,-60840094368771616597702784119/10000000000000000000,-240277533563/12500000000000000000
1106215723361293491/50000000000000000000,8593654784109885976206745403641/50000000000000000000,905005083056774903188988343537/12500000000000000000,4362594953215252301813542145841/100000000000000000000,6990344030141267788705190433601/50000000000000000000,1555590254646387549256808798847/100000000000000000000,-214338439737/20000000000000000000
2258169716410884447/625000000000000000,639185746296613240494848552861/12500000000000000000,754166422231913340823126574941/20000000000000000000,298761409242031489462991006333/10000000000000000000,879956800644182180567672079157/10000000000000000000,260401883105856740791411539/25000000000000000000,-8038951844511/25000000000000000000
322229318405605926783/100000000000000000000,18801091201733762338856930371449/50000000000000000000,2664427831549651451694116710611/25000000000000000000,1800714949492244681412976664767/50000000000000000000,13760503788010051702418704661761/50000000000000000000,1272130155408639815607651734391/100000000000000000000,-5500564429677/50000000000000000000
1116578856284649677/1000000000000000000,5708471726556611575945900795137/20000000000000000000,134491780949132988054014605339/500000000000000000,616876253729003733530725512641/12500000000000000000,7244242266884952149767616287249/50000000000000000000,150068800323924525093911491327/100000000000000000000,-6246668847047/50000000000000000000
346266685294853646373/100000000000000000000,762695216509319126545531932287/12500000000000000000,5890101257169620671136676297867/100000000000000000000,3436465518045789709652079672259/25000000000000000000,6954734140852456713996319669571/50000000000000000000,486917623852323340545308319/100000000000000000000,-59756961812681/100000000000000000000
3044808807363052001/100000000000000000000,3486531158471230302367903681309/50000000000000000000,838247947070745496447928566803/100000000000000000000,1892187070895594623484939273381/25000000000000000000,1428793386373329191927391792089/10000000000000000000,518452989668277972839079752549/100000000000000000000,-93620184371/50000000000000000000
195383231323678182479/100000000000000000000,16681318543427161308399531721063/100000000000000000000,875382636631931994456705596363/25000000000000000000,3507143436988238361812197434133/100000000000000000000,1824270790526017767226878669151/20000000000000000000,207607849381345727090011654063/5000000000000000000,-566497542433/50000000000000000000
56579716471703692881/50000000000000000000,8336137405020422517109995874547/50000000000000000000,1454847167211711690476685172437/20000000000000000000,460439332737162433126731270547/100000000000000000000,6752729669786760325903070655787/50000000000000000000,196585093142318712363702419653/100000000000000000000,-6745622735051/100000000000000000000
318417643060060423567/100000000000000000000,573095674038969218163271137449/25000000000000000000,152829036746264451487242259907/25000000000000000000,2719078830437905142612996367051/20000000000000000000,2436106176867310033411615649727/25000000000000000000,123426610216549216600566039/50000000000000000000,-4604861477867/50000000000000000000
708677092332495962199/100000000000000000000,666035301649406867070018131397/6250000000000000000,11383584105165035620579498196777/100000000000000000000,13916591635394345552768289776521/100000000000000000000,2870486777850122195675438344649/50000000000000000000,5849868396564081743640295491/100000000000000000000,-7130695369573/10000000000000000000
28752954963411182899/25000000000000000000,7035681303354997295117428433169/25000000000000000000,9662927300640472023143827115989/100000000000000000000,4469351527040858394734237313119/50000000000000000000,2237183521771800533792587068053/10000000000000000000,318382092038334089736157195307/50000000000000000000,-1708846271671/25000000000000000000
104727972812780371/1000000000000000000,13606330956142330839500275500981/50000000000000000000,18964722401258340613793767090433/100000000000000000000,362945021357938014089867683661/100000000000000000000,11508272454384852449250784052837/100000000000000000000,136507266347030728115973523337/6250000000000000000,-21677516733/625000000000000000
