Up to date
A,D,B0,B1,B2,Root,Y
203741493745510207517/50000000000000000000,3869531398241415549942505750631/25000000000000000000,332329190947106322634802193921/3125000000000000000,595428608754722609861260821819/6250000000000000000,980176468803696365609418246643/5000000000000000000,39214735536106720064954601403/100000000000000000000,-6465304739819/25000000000000000000
25021084906734909521/20000000000000000000,30029798235877567179135721573213/100000000000000000000,16255898636505857717993251602827/50000000000000000000,13645858443420781696518577293033/50000000000000000000,13267438914528675270720580055491/100000000000000000000,32738575035749128558155415757/100000000000000000000,-275056052997309/100000000000000000000
77331703756606792257/20000000000000000000,18164240830379063411950242410347/100000000000000000000,4391137644698236643005898784103/25000000000000000000,1638101783777994998558373923517/6250000000000000000,1681205075545025869853233752869/100000000000000000000,3253209998237897084040626941/100000000000000000000,-120979573138449/100000000000000000000
10629559677904204659/10000000000000000000,1797198341546814011703215999991/4000000000000000000,1804932094975905168229135006353/50000000000000000000,16499792619795210125680669316019/100000000000000000000,558427851186834681712078397499/25000000000000000000,-664440531826924472675407705093/20000000000000000000,-36454088821/3125000000000000000
24628872784181011679/50000000000000000000,15803719560933085009527918681981/100000000000000000000,405838236553183463792640391233/10000000000000000000,3125837372241135723844040667617/25000000000000000000,11091250714623982190632209485621/50000000000000000000,558701120694692839032614214021/50000000000000000000,-1700091773111/100000000000000000000
61246222349127964809/100000000000000000000,10147729857965349792198527664617/50000000000000000000,10238367078824564646036118873/2500000000000000000,8489286875543395341365323349563/100000000000000000000,444354060077882197673851838351/20000000000000000000,-6540976464815232442202548855389/100000000000000000000,-225246405401/50000000000000000000
30316403461060898741/20000000000000000000,862485722981978874532016881729/6250000000000000000,3210608867620431963458839240899/10000000000000000000,5001829049988335613198861181253/100000000000000000000,2472983378123495242493144530973/50000000000000000000,2159892807440859204347462019/25000000000000000000,-34313246650527/50000000000000000000
4811555631958944633/10000000000000000000,4091456255178071339978677109189/50000000000000000000,8309718366813588648317023166449/100000000000000000000,8867642082543644495780485031341/100000000000000000000,10727461667920561918029484835159/100000000000000000000,17990474119360264326611361189/100000000000000000000,-3597937262623/50000000000000000000
226040919104551189133/50000000000000000000,17862855702241381912026797854321/50000000000000000000,363410129790271426293718229919/10000000000000000000,1444059958178934611213845902881/100000000000000000000,28789714977423738699300279333903/100000000000000000000,33192501612047699290015856983561/100000000000000000000,-187429421223/4000000000000000000
952471498374756397/50000000000000000000,2897712485837020804447688746127/25000000000000000000,381612426068699969225871607679/2500000000000000000,11733026137789401003099385718857/100000000000000000000,521625878882044310791087375851/20000000000000000000,9515521923673855942913365651/5000000000000000000,-240383198513/20000000000000000000
257843299476018843781/100000000000000000000,3999086179140330789668399466823/20000000000000000000,3476221880678234583763644892249/25000000000000000000,22323666364850152245080000279719/100000000000000000000,1894081332486740729918475142211/100000000000000000000,3313464897190439866621455913/20000000000000000000,-60877413976787/100000000000000000000
8712268970045829813/25000000000000000000,32947125739877685628230100163523/100000000000000000000,6716943329848152261503778509689/100000000000000000000,217242704862911515125257967343/5000000000000000000,825323818468512557613697569977/5000000000000000000,24793807965755025074688990112203/100000000000000000000,-1669073120409/100000000000000000000
68244216178566301963/25000000000000000000,5953267485815695127615470383111/20000000000000000000,13298106237327480764544621168359/100000000000000000000,18818504955922427923354259460719/100000000000000000000,6654708565024739027259900777893/50000000000000000000,97292189306620204920447277101/20000000000000000000,-1942389491/32000000000000000
69931101826909113891/50000000000000000000,3335816630884646356751531811897/20000000000000000000,200593167998084515116503451033/3125000000000000000,15478588742586308580910337254549/100000000000000000000,112605693955118703627211948651/2500000000000000000,65947762551827090579430076747/50000000000000000000,-596725303549/20000000000000000000
154534223584954990881/50000000000000000000,7263240974164528783345457550037/20000000000000000000,2756128872833321183097328686991/25000000000000000000,16619930193999108669994097106363/100000000000000000000,1546641798066088903671116297987/25000000000000000000,1743953036508278150253317587769/20000000000000000000,-3685777280479/20000000000000000000
121378770349524823/125000000000000000,334827339591105726636829708201/10000000000000000000,19911533774986933340536470725897/100000000000000000000,648688109144923558790638313823/6250000000000000000,302618758720863479376175057641/6250000000000000000,6347523494035752941158171/20000000000000000000,-83342552097879/25000000000000000000
160470947660962644177/50000000000000000000,15741914695221293241202584566733/100000000000000000000,5102399207349365681113505908653/50000000000000000000,8318447713976923260208600947473/100000000000000000000,6729410426992112596131646656733/25000000000000000000,25228629342308825272778782119/25000000000000000000,-423951195153/6250000000000000000
88981590953183379989/50000000000000000000,12468921438467230462091401793583/20000000000000000000,90881669131035728307958612423/4000000000000000000,1244264755888000611502973865427/20000000000000000000,63729117517916617056585519603/50000000000000000000,-2527442987581830582790859047581/20000000000000000000,-8243969096579/100000000000000000000
302648472190063760853/100000000000000000000,25739145565261737771141277021137/100000000000000000000,412338571724189708890297718089/3125000000000000000,9287859236472245993161508666537/100000000000000000000,230196099680878997093314933061/1562500000000000000,3416581074752314794031686637213/100000000000000000000,-14345759302693/100000000000000000000
62951124106197891193/25000000000000000000,4537547993383972222151107191717/25000000000000000000,5638253106671241664609705594123/50000000000000000000,1660374948177774496842169947603/12500000000000000000,9822697095271892929174424260567/50000000000000000000,29302392617918581241059028099/50000000000000000000,-10991923629549/50000000000000000000
27703604023771222001/10000000000000000000,10511784293874787839186938685577/25000000000000000000,3479721334491348633449956343109/100000000000000000000,4508200325554569338761541436831/25000000000000000000,8179457377687380527424015138549/50000000000000000000,21139253314117790523988132867403/100000000000000000000,-2197293215579/25000000000000000000
114151346620145167/12500000000000000000,14397875981261670226010192891971/50000000000000000000,3251700994285547020433390267739/25000000000000000000,3044648180395208885960993941723/25000000000000000000,8219928531226408572701362115429/50000000000000000000,1373549383877829573872030263247/25000000000000000000,-238974408959/100000000000000000000
26451218899325844203/100000000000000000000,12400975945880780782576632057987/100000000000000000000,988476806770142601824080528661/100000000000000000000,12249193007719584702334379053257/50000000000000000000,5124362852473715298417274040421/50000000000000000000,41769511331865266776008030521/12500000000000000000,-2536263773/50000000000000000000
266847523608031514729/100000000000000000000,29134126677713870306866132189469/100000000000000000000,9043182105961609165808134915311/100000000000000000000,850353764944273520580968874849/5000000000000000000,16094472824600945298095536919691/100000000000000000000,1694935338383302469781405341683/50000000000000000000,-392974731647/4000000000000000000
14496483363215383927/5000000000000000000,7520516532407320428333598318061/100000000000000000000,171405678896919269385830869079/100000000000000000000,1941104575530291283285639826113/50000000000000000000,12852497574814653405724585096319/100000000000000000000,3947057074877820537988080560201/100000000000000000000,-88152181033/100000000000000000000
27831887903378919739/20000000000000000000,14826981225125337379468792790581/100000000000000000000,25456942511550972449884704316557/100000000000000000000,4008066104162568130377467658167/100000000000000000000,5148149665019523581155854624569/25000000000000000000,30995574711273363594759979737/100000000000000000000,-160059032499/5000000000000000000
15082308312350015047/12500000000000000000,16241149757821814443910983352279/100000000000000000000,8933541137536184768382983953327/50000000000000000000,13210345780503001338630322633/4000000000000000000,12419351547553932075446305653187/50000000000000000000,1317098145098516198251123948987/50000000000000000000,-117332853811/100000000000000000000
282353008753010838161/100000000000000000000,37602757024406822200447805295587/100000000000000000000,12311342364667639506668354620203/100000000000000000000,285203524642756578017938733797/4000000000000000000,7109548700402410928442989463981/100000000000000000000,-121105586701224463670172204303/20000000000000000000,-64781636307/625000000000000000
318928297632106805561/50000000000000000000,28333581030269771688630704479607/100000000000000000000,1274322616743395031761667185301/50000000000000000000,4411614463373104943152789635409/100000000000000000000,4115604336469872815768038225471/50000000000000000000,-566098694201164670724225587481/100000000000000000000,-234214628351/2500000000000000000
157731610204059704233/100000000000000000000,48034244947230326897811918219957/100000000000000000000,111860907014803103097735826763/625000000000000000,3151906731722945685066678169997/25000000000000000000,16722524295701290098748074548503/100000000000000000000,87844092636447751942676137741/500000000000000000,-11171932247321/50000000000000000000
311909310328456261921/100000000000000000000,811840877408896075234519364243/3125000000000000000,11203038050952176800189755867681/100000000000000000000,385005043913329421600967454033/6250000000000000000,9801549466334323549909026923697/50000000000000000000,864314889352425616508753413333/10000000000000000000,-60685872187/1000000000000000000
10451939247826674397/20000000000000000000,25656519094377479140087750540737/50000000000000000000,12729271652210138269107091797879/100000000000000000000,2305075487110605332286128455191/25000000000000000000,10708735162764954418439123837599/50000000000000000000,30766395099364905048270123594469/100000000000000000000,-8698588775281/100000000000000000000
4616539012688028067/25000000000000000000,7091999828202952695547307958069/25000000000000000000,84897430431737627625714146017/1000000000000000000,8307294566609580622326543262587/100000000000000000000,20260660849462860596308845408747/100000000000000000000,11707546035833790588897165081999/100000000000000000000,-654513434747/100000000000000000000
335759990719535423257/100000000000000000000,750499898755623655297186196459/1562500000000000000,5738244665099265563799563052623/50000000000000000000,18071036217444969202292304374507/100000000000000000000,267128874981585481101624215257/4000000000000000000,-283064203359805743337170498961/50000000000000000000,-69846856300607/100000000000000000000
464639192155013284711/100000000000000000000,2197634180640906322068451058183/25000000000000000000,465954575150112724984283779429/3125000000000000000,8369347425169962699687143167353/50000000000000000000,3612236582757068324837754433749/25000000000000000000,308046558879096372120322591/100000000000000000000,-35438631380903/100000000000000000000
495172580871955079073/100000000000000000000,64438198766032537393065327605451/100000000000000000000,464032909642605434644361627057/6250000000000000000,22451893210436706942700804517449/100000000000000000000,209230130028965725038196700737/50000000000000000000,-410489943009471130802216877023/50000000000000000000,-33025276368121/50000000000000000000
206029298625225247211/100000000000000000000,19208043171868010458835811808499/100000000000000000000,291537828328424351805232056479/20000000000000000000,1472644844080067997817346264473/25000000000000000000,1868610368658254307673809893219/20000000000000000000,2473577815042908647668548441271/20000000000000000000,-2260579264537/100000000000000000000
290698716519500839601/100000000000000000000,140342266387241901707045511179/500000000000000000,965050088470296182258167357169/6250000000000000000,603333219964738899813280759749/6250000000000000000,11807126242920305187898306052109/100000000000000000000,3225842964033495553514557260939/100000000000000000000,-14015564794781/100000000000000000000
129946341152765181123/50000000000000000000,13923234693181854550665677786209/25000000000000000000,1657328865900067122607827712079/20000000000000000000,704436121101180877357798633877/10000000000000000000,3809981530704069465977357370077/20000000000000000000,-522054812227642271611510932367/25000000000000000000,-3346998335957/25000000000000000000
47810464465946376461/20000000000000000000,43574053224777751435151399742947/100000000000000000000,4254084029406714449942618693913/50000000000000000000,136506272266766256804854373069/50000000000000000000,3630672312646509867115748451/62500000000000000,-692612275503618655206442727231/4000000000000000000,-1034846670651/50000000000000000000
83837573673801400993/100000000000000000000,36968223231689127448881566893691/100000000000000000000,4544895809009660788020064949561/100000000000000000000,3439554279500376214970030818517/50000000000000000000,1836859973133093590651787214403/20000000000000000000,-1779152714546780120086048375689/50000000000000000000,-958480981809/50000000000000000000
317237826906023808567/100000000000000000000,15819456149897903630313169003249/50000000000000000000,14520338438010556204043673825049/100000000000000000000,3574170710698189166652129876497/25000000000000000000,1407848008584288310615162309349/12500000000000000000,3121220552832155150158923141681/100000000000000000000,-2699514417899/100000000000000000000
14876259558601138191/12500000000000000000,17173105307684764608669817480541/100000000000000000000,255498815034750082352223490999/10000000000000000000,8797761729433661284860061006247/100000000000000000000,20328881393111449402239136726779/100000000000000000000,6026016372084272066882544193843/100000000000000000000,-327434926681/25000000000000000000
93828640530326963797/100000000000000000000,819831714000726820885466800789/25000000000000000000,22788820008721161418909574698457/100000000000000000000,7156979362345761276400341531531/100000000000000000000,320523897330314922176100785111/6250000000000000000,3868610506284069605034977/10000000000000000000,-178619758237129/100000000000000000000
68250970964107391/625000000000000000,38096269710669393693515593394351/100000000000000000000,30873519516156556655947716015709/100000000000000000000,4587974847793763724141596529623/25000000000000000000,2709056719116502449863502047619/20000000000000000000,903054107720026038710311185427/50000000000000000000,-195833782997/50000000000000000000
446554709459429401/3125000000000000000,844107198197879486813602617009/6250000000000000000,13388166386237894100583023786809/100000000000000000000,4798174392359039036239881832411/100000000000000000000,334590326042411062254789172631/50000000000000000000,568256014170287406271389910007/100000000000000000000,-10892961873/2500000000000000000
169137879184692014383/50000000000000000000,465394975021190561749257976671/800000000000000000,245061089619440845282256160337/25000000000000000000,10720324891159441364773241419177/100000000000000000000,18023736344661690693393989747987/100000000000000000000,-8181692072434282750509505678251/100000000000000000000,-121119186033/25000000000000000000
96782643926476185863/50000000000000000000,3063564923920688674239527507681/100000000000000000000,3371878157378922346440544647199/20000000000000000000,1711303053223832569051741959149/5000000000000000000,909042287656554441076782847537/20000000000000000000,281251933316714017673793/12500000000000000000,-2156457770956757/100000000000000000000
210478480961773981189/100000000000000000000,44397438979269140560524107696681/100000000000000000000,760168068864083136158218904873/12500000000000000000,9428839748432567805006669021439/100000000000000000000,2241582975960823445430020908383/25000000000000000000,-373005911947513949593549178173/25000000000000000000,-21590049700041/100000000000000000000
249015671694502838627/100000000000000000000,47923693984841678309291806308853/100000000000000000000,15338042242502468969213174671257/100000000000000000000,947900876608493375811595863/400000000000000000,2117515303238523659059400777863/50000000000000000000,-16579981969262248245801394187781/100000000000000000000,-1634497351179/50000000000000000000
75559869520255600537/25000000000000000000,18492079206970262006875646695883/100000000000000000000,23116608171687417558819699061821/100000000000000000000,3003090295265068184205214651733/100000000000000000000,7009963501459411575787974800927/100000000000000000000,96157625790391372702034348423/100000000000000000000,-4369248897607/100000000000000000000
521286957499594522881/100000000000000000000,1139192071355964031118834661673/10000000000000000000,930578696865920820337875120029/50000000000000000000,1109489205960715105830270603667/6250000000000000000,3774508227039542528342442844171/50000000000000000000,322523684063294140022423807/2000000000000000000,-18754139545827/100000000000000000000
18214830951547293767/50000000000000000000,11466337864147969198392861337073/50000000000000000000,16991407926029885257118824596423/100000000000000000000,6262596320500258627429094246759/50000000000000000000,5425613337410191410844556111611/100000000000000000000,259352549386810646336318669447/50000000000000000000,-20360816401/4000000000000000000
75294854518374952047/25000000000000000000,2111612018891477962450834130809/100000000000000000000,12847373825479783197912801335647/100000000000000000000,2752118213552643451293579301869/25000000000000000000,5778033761042945919163251996791/20000000000000000000,1470515937044589072216373/50000000000000000000,-53361382957623/12500000000000000000
37615897183490267287/50000000000000000000,6149256356142309213743433857451/20000000000000000000,3036436060356827393814045193637/100000000000000000000,11410606573424229516807303283641/100000000000000000000,8784359300092107888712575939977/100000000000000000000,17476573674311097018932554972849/100000000000000000000,-516616054349/12500000000000000000
308159464651454112791/100000000000000000000,33513042042840528917191224159713/100000000000000000000,2927920981992276380407348842421/10000000000000000000,853965339891971774998224849503/6250000000000000000,9793610874644807060974418349509/100000000000000000000,14073467974918692259539990469/10000000000000000000,-37668609912981/100000000000000000000
56787608935881878421/25000000000000000000,32518905726579492235059521525373/100000000000000000000,4129016567654947310725422362809/100000000000000000000,5643097864689108812912482087083/100000000000000000000,16819406980944231408647191436863/100000000000000000000,23452377689956544358307879014663/100000000000000000000,-10734001637353/100000000000000000000
81819367297034600449/25000000000000000000,13563876736577240657863502201511/100000000000000000000,339697013085699940862246009729/10000000000000000000,3269402714034006430156288817211/25000000000000000000,3814471677921501181761240582209/100000000000000000000,50449166013125526302609305649/50000000000000000000,-15903211947/625000000000000000
366812114212833583133/100000000000000000000,4795299972279437523470341783949/20000000000000000000,3140518538850339620432623165291/100000000000000000000,2157865947349507066957615483949/10000000000000000000,12890144986275820563482792126677/100000000000000000000,945013122949552381262795599381/100000000000000000000,-163645690327/3125000000000000000
9777674621372317053/5000000000000000000,1652697362621014053026696939407/50000000000000000000,11987423305579877933724276124563/100000000000000000000,389351652142089866664392952711/4000000000000000000,20073966329924267530897496977629/100000000000000000000,38835288088078786503128947/100000000000000000000,-102152973787887/50000000000000000000
57636107841987616269/25000000000000000000,24219816643052366963500072857991/100000000000000000000,115595446149139341202340762161/800000000000000000,1934345856556635576586355399067/12500000000000000000,17018797111527690893984828606861/100000000000000000000,18341610745525913954007183041/12500000000000000000,-7340999879097/50000000000000000000
119398189499999525181/100000000000000000000,4205637635562404499581536513957/100000000000000000000,56061569443052045243377275133/1250000000000000000,20132736086616130564201757026629/100000000000000000000,9590527140187164964940501881/781250000000000000,96885121410459508789836013/50000000000000000000,-23965851790779/25000000000000000000
139283111501894945751/100000000000000000000,18782102743134197097901062652511/50000000000000000000,3281107678984848226281786201533/20000000000000000000,27268483516163165803429352364849/100000000000000000000,3659334609544014772123725994639/12500000000000000000,570803468000732853032637607057/100000000000000000000,-2740210809609/12500000000000000000
1669360075591919587/10000000000000000000,138904299303188851161776632901/25000000000000000000,251882700317317318753829698417/12500000000000000000,192238499952276516020447676467/2500000000000000000,1979623318129333855044255574583/10000000000000000000,218027269545773684059793/4000000000000000000,-10312780861713/100000000000000000000
56909175894569071639/25000000000000000000,5478798279554962298898851638073/12500000000000000000,15129375678558867537919527211059/100000000000000000000,23621544567898966130205932311181/100000000000000000000,2391947264778273541605233489989/100000000000000000000,5498171799416789304289041982161/100000000000000000000,-2349761603481/12500000000000000000
95179550691749331601/50000000000000000000,19823489307437511802011014698127/50000000000000000000,17622030599025612287656500334593/100000000000000000000,14155032603716981855816325051543/100000000000000000000,3156628888071094669362786305899/25000000000000000000,499481018124293005891201956049/6250000000000000000,-15945712664377/100000000000000000000
2469398705816980709/25000000000000000000,21633497888484397994501473425261/50000000000000000000,1475967723296486548164707006263/10000000000000000000,1959039774445330426643544091387/12500000000000000000,7137828679388963262720686789983/50000000000000000000,2581890621519873576988100811691/20000000000000000000,-251534148569/25000000000000000000
45832857715934223387/25000000000000000000,2024248397792076497581922189701/100000000000000000000,3637374579000859594452320373749/100000000000000000000,1141209603939686361928905335591/100000000000000000000,2759121590468684510984166538811/20000000000000000000,1082309879338987958072800247/100000000000000000000,-205875414631/100000000000000000000
250504561142438170079/100000000000000000000,27827172135872392646105738112441/100000000000000000000,11791590162097496562508294700557/50000000000000000000,7996329339326545780624711779437/50000000000000000000,5798104913344882923495772587077/100000000000000000000,17794206552297214249747102943/25000000000000000000,-41504656994397/50000000000000000000
7506409433205513299/12500000000000000000,13691707062746063204316601131121/25000000000000000000,277433433692817729542455282841/2500000000000000000,15886653268886952287046139798121/100000000000000000000,1136269612015493828202623697371/50000000000000000000,-2045315317851613983370173307011/50000000000000000000,-2486191793267/20000000000000000000
10256360233423113773/6250000000000000000,31806548011055835556775716268831/100000000000000000000,1089138432018064955678555677773/100000000000000000000,181829149361532899206185671591/6250000000000000000,864212326248294493491522175409/50000000000000000000,-7749641132476446612597606992353/100000000000000000000,-1294461738909/100000000000000000000
6183667726035797313/2500000000000000000,3809995865214562660564385035777/20000000000000000000,1152770244932137420193065277973/10000000000000000000,771882078122597040028321707957/10000000000000000000,320292395126298942059114480529/50000000000000000000,17414419110927423384685244741/2500000000000000000,-3405218381077/100000000000000000000
21696133607687957633/100000000000000000000,11011385805696435497838641122207/25000000000000000000,8015323853421373890554619537/390625000000000000,161254253229094031014605427387/25000000000000000000,950129379696634733048794103799/12500000000000000000,-118233682845787216986827951673189/100000000000000000000,-7764535717/10000000000000000000
607716553562500495681/100000000000000000000,8462081835205743625522397817697/25000000000000000000,121506527563610162000629870329/2000000000000000000,2584748743462972067671136396181/100000000000000000000,2111206256193974328461969020257/50000000000000000000,-146745265990277363269013292873/20000000000000000000,-67306407227/2500000000000000000
105259379160773530539/100000000000000000000,5223658267916042697995833996239/100000000000000000000,14178808841423699592437769636867/100000000000000000000,2021483052534157626368002491671/12500000000000000000,1577892322421901586010498699127/12500000000000000000,167186738991706940729381747/100000000000000000000,-14157205170267/25000000000000000000
141457523265163853471/50000000000000000000,398755507720986660145744276933/3125000000000000000,7261776213590309682792075077589/50000000000000000000,9999947710710697937786737361859/50000000000000000000,11893616513299872599753862105811/100000000000000000000,1008852462024543875232484509/50000000000000000000,-177120340219121/50000000000000000000
195846847546463200171/100000000000000000000,1612697353334646966560208780619/10000000000000000000,25919515971937461045322018270997/100000000000000000000,5895489708293611253790504734891/50000000000000000000,366719909465364194027742108377/4000000000000000000,7080013792061235075254614067/100000000000000000000,-95202514492439/100000000000000000000
14225913664718857579/25000000000000000000,3060671784440143482199435431573/20000000000000000000,11630395151444209689770963181719/50000000000000000000,982375350463610542276998072253/12500000000000000000,1464007854085935923293418714173/20000000000000000000,42909007608540203637388858639/100000000000000000000,-14898722288373/100000000000000000000
134710610509819340739/100000000000000000000,38026008148063421423871595955643/100000000000000000000,1349555022152789175909760438883/5000000000000000000,2170292066801088726911896063461/25000000000000000000,8469879543641588066751523156483/100000000000000000000,467333035083956302449657938789/12500000000000000000,-12317741959873/100000000000000000000
156412257147315299013/100000000000000000000,7067445022078373268087137319339/100000000000000000000,11295608218848323962682554028257/100000000000000000000,1947340389887791128982750626601/20000000000000000000,6828343914836015374833166282507/100000000000000000000,70379541091124067065581919/5000000000000000000,-45162885870199/50000000000000000000
277595006971641594821/100000000000000000000,8350111880491544947395735188619/50000000000000000000,1948351406747430844482480404587/12500000000000000000,1492721740059198969377255275003/10000000000000000000,3011764932136206971293355691369/100000000000000000000,5879732752031070349238841159/50000000000000000000,-12697090862411/10000000000000000000
163909618868575012411/100000000000000000000,1482808268516646882165541822801/3125000000000000000,7186788863367003675482277345883/100000000000000000000,5374014297071569365053583421301/100000000000000000000,1148004746628288205252994617819/25000000000000000000,-2984744773057751413870574870323/100000000000000000000,-1799133908691/100000000000000000000
15028944154051349077/5000000000000000000,217416557352375937384827487259/100000000000000000000,365033650916091018899638089661/2500000000000000000,1909374485891195871700669326073/12500000000000000000,340021363413202939510448948247/100000000000000000000,154140169092876278703/100000000000000000000,-789488023549373/25000000000000000000
188641389122562839363/50000000000000000000,1234910229995336800383552096337/25000000000000000000,11296035423226278368170928324451/100000000000000000000,141926028801700314888860444919/25000000000000000000,436627198076415031801918622261/25000000000000000000,604718959517631192366987261/12500000000000000000,-795818442143/100000000000000000000
37368635423694091129/20000000000000000000,7995049531496901404584617420049/20000000000000000000,78610503651286089542482531947/400000000000000000,20228893384368598131729237295627/100000000000000000000,416892280551892137561590641187/12500000000000000000,57818654122762293618925460493/3125000000000000000,-19300025687781/100000000000000000000
44405046061816558927/25000000000000000000,1203006266231692410070517465953/20000000000000000000,7275764037812164192300116862081/50000000000000000000,13275684512021462590627458707637/100000000000000000000,4002963436411065081018641689813/50000000000000000000,238546066390352316623995159/100000000000000000000,-35228327635401/50000000000000000000
165724047590946100463/50000000000000000000,5918547050407008595269851885373/100000000000000000000,8660382305883257314883674827721/100000000000000000000,882679413644919948163037342529/6250000000000000000,1922423872024657763929235589137/100000000000000000000,245229369616567688802864753/100000000000000000000,-272248743710991/100000000000000000000
324117238509582440163/100000000000000000000,5853664309725522227741610478383/25000000000000000000,3383131975210077220989318069899/50000000000000000000,1039054036112435729347666553047/100000000000000000000,3606852389719262698283094524767/50000000000000000000,-1100458285663460848688675819551/100000000000000000000,-184303161947/6250000000000000000
12514351230476656493/20000000000000000000,4136131931990551046665708958273/10000000000000000000,21287312276124431906639664153679/100000000000000000000,4196085219474847828395018819607/50000000000000000000,6097581290329887906741492823739/50000000000000000000,12181849466607886088493749251871/100000000000000000000,-622054429119/12500000000000000000
97314877183713157327/20000000000000000000,36528702440527741156334938772977/100000000000000000000,10754903776319166201549018481781/100000000000000000000,15913087103444734044683213613/4000000000000000000,3138824371106154680754782285109/20000000000000000000,29125841731127917876235449972747/100000000000000000000,-923880829067/25000000000000000000
232524057985062256323/50000000000000000000,17994106615066601003132916985217/100000000000000000000,19659188221761707846211337041063/100000000000000000000,43239086509305376548577770733/400000000000000000,7518944622471246951954137092939/50000000000000000000,2880455811376043506348568317/25000000000000000000,-1691194638457/10000000000000000000
159055411263553262479/100000000000000000000,216478494399294403642467159203/1250000000000000000,7877575271229656548158027376603/100000000000000000000,1136847691536765175003989278881/50000000000000000000,17609345657435645459467380143889/100000000000000000000,3676404634426771657684938366871/50000000000000000000,-31325989353/1562500000000000000
107468769589454060857/100000000000000000000,10632120786052354508876421883423/100000000000000000000,1907723429524399491455345981737/25000000000000000000,1627163354370769780162306792819/100000000000000000000,17608119918890309800944965133971/100000000000000000000,109737384381637950243943983271/6250000000000000000,-18520911327/50000000000000000000
247347748620091901719/100000000000000000000,33697419528221806717089692911633/100000000000000000000,1405529896764770439843207357473/6250000000000000000,12416482507573852451457236621463/100000000000000000000,119673931538083312373889751057/1562500000000000000,95880695715083696549796449533/10000000000000000000,-52562833143/4000000000000000000
89941872092188966193/50000000000000000000,102554379405122164812232532713/50000000000000000000,12874559339594648615850588241729/100000000000000000000,34633791140740425349974596993/400000000000000000,1926952259035593102592042007011/12500000000000000000,567558871319656423839/100000000000000000000,-422468275889/2500000000000000000
27026693675015993807/10000000000000000000,9308380323773976760467186268833/50000000000000000000,3102867386734644594910283815447/100000000000000000000,3352702049838437381488133819393/12500000000000000000,1591348051524657352887999065663/20000000000000000000,63011944519503580624759482257/100000000000000000000,-18499311465971/100000000000000000000
9833241804365243943/50000000000000000000,10340779265072922210368967182537/50000000000000000000,2341347431966221500285357015707/50000000000000000000,229632766067346191432015890337/6250000000000000000,14861561085477787839133971184481/100000000000000000000,1380325256266143926760138567337/10000000000000000000,-2710956947/1250000000000000000
46451202022723260187/25000000000000000000,40629420652887050221481331470731/100000000000000000000,1472646512592315908968004087841/12500000000000000000,1761981597311612149964781813001/12500000000000000000,14346920563765796413859550498811/100000000000000000000,7381548395831985193425201073331/50000000000000000000,-12026867139433/50000000000000000000
52989352994928213939/100000000000000000000,3456548620922088447237625523891/50000000000000000000,4301672397174443701007257148737/50000000000000000000,27520117803234112831034134660091/100000000000000000000,2079793677529183481818944719649/12500000000000000000,840973599679805678927758871/100000000000000000000,-1886980454521/12500000000000000000
223056509554081203239/100000000000000000000,24951377952162991357335411813063/100000000000000000000,6197756506174648840773207503779/50000000000000000000,15331895588526047463749854752563/100000000000000000000,7883844926240414590340690775147/100000000000000000000,88469943707946087668950573589/25000000000000000000,-5184880846187/100000000000000000000
110280174676857183/3125000000000000000,16697072320109183854510339640367/100000000000000000000,1611045678485260077482540155411/25000000000000000000,320363899798061633917059740517/100000000000000000000,1672922344208935134271687987783/10000000000000000000,34647122179277031915508294520159/100000000000000000000,-2175067973/50000000000000000000
61629466649152218189/25000000000000000000,7307761640531739291088157766821/100000000000000000000,19563031745680587813999270369/1250000000000000000,355222249113751563793086687627/1250000000000000000,19643885571132331704935938632943/100000000000000000000,782959312860956536616463879/50000000000000000000,-64513009083953/100000000000000000000
220206830596170057303/100000000000000000000,1732466719106906850311678677843/100000000000000000000,19619682364383902375850765118083/100000000000000000000,11205874352207455182851003535843/100000000000000000000,10856174070471351223134283891703/100000000000000000000,175294762880457834668393/20000000000000000000,-1299010771500543/100000000000000000000
181187509915764221679/50000000000000000000,8836883296471469566835033197249/100000000000000000000,8338650082164597169100983566409/100000000000000000000,13416288369799177657071609630973/100000000000000000000,27548254548547042271990128157427/100000000000000000000,1586012517736126668212530667/100000000000000000000,-6717478318881/10000000000000000000
136292749803408031339/100000000000000000000,13260856991012102422777955266791/50000000000000000000,18547553903650882401651115547619/100000000000000000000,23777858752247517385001921560057/100000000000000000000,5909990812930880598525869727077/50000000000000000000,42531992344952740440672761/62500000000000000,-87741971210237/100000000000000000000
86953039807401772419/50000000000000000000,313116633901071344604484996433/5000000000000000000,1573928023293904048534007229227/50000000000000000000,330757437844315369706747202311/12500000000000000000,13632589693455307929202560262817/100000000000000000000,584304833094395192172318434043/100000000000000000000,-794146307/312500000000000000
65902878967766379241/25000000000000000000,12493049923381431760468909568131/100000000000000000000,3177626231937864859687120804733/20000000000000000000,54931340894447076384241570421/4000000000000000000,2886176655998463397187773353269/20000000000000000000,57421843450460808878242883001/50000000000000000000,-6362489593631/100000000000000000000
3335418639607962767/20000000000000000000,6174651667460362716720605985931/50000000000000000000,11372286371359862620737036143307/100000000000000000000,11842639589103027534893298503447/100000000000000000000,12916583072545082076933630409741/100000000000000000000,103593260632401470497217251833/100000000000000000000,-1487338123753/50000000000000000000
