Up to date
A,D,B0,B1,B2,Root,Y
69518523918354732499/25000000000000000000,8381608039052308787317032718131/100000000000000000000,7412721929714283374253854294341/50000000000000000000,120443060834192465485696177773/390625000000000000,12870555943186647519711460246311/100000000000000000000,29167705598994614816925180503699/50000000000000000000,264873112776081920320236108281786246377043773987513108173/100000000000000000000
30296914108531956357/100000000000000000000,684521544736012077112312832357/20000000000000000000,11316578220643592603232113301747/100000000000000000000,14350981682813790064437566112403/100000000000000000000,428504115515807917286005149533/50000000000000000000,21819038454753602467518464764341/100000000000000000000,39112751483165094727905370398285661098752490719991161/5000000000000000000
19871365034263785503/4000000000000000000,4313354106062948725445074769147/25000000000000000000,286776370088373402936270620807/25000000000000000000,623063094074353287204880011993/5000000000000000000,46813550678455161615111689599/2000000000000000000,15579051729971203306613374616013/100000000000000000000,-49604880293700082451514337487384092046730325683383799/100000000000000000000
370514279187074022619/100000000000000000000,36045934515988521514969869693277/100000000000000000000,10542486896962143068685038592557/100000000000000000000,2999733636524500159778275530031/50000000000000000000,2236133283319645962096425112229/25000000000000000000,6366455866087160925652005925009/25000000000000000000,-887411004832231015879870487220469228967305695804938603/50000000000000000000
12670059379430190779/5000000000000000000,22418471911007956140995927771981/100000000000000000000,3590316835477005292830494474753/50000000000000000000,7837949885534655988217832285571/100000000000000000000,208180599413845569595620286307/12500000000000000000,4124341759590069294081287441933/25000000000000000000,-98199245935066126550661652562715408129723025227667711/50000000000000000000
323678386902182241/1000000000000000000,28265460271102788380839562764911/50000000000000000000,301037056894582429284921503969/4000000000000000000,5820118470360307143917016379307/100000000000000000000,14593742139662298772457102709817/100000000000000000000,5471358330825824664517259805091/20000000000000000000,-887722858854931291550346712407373188645449835585901967/100000000000000000000
121444380585758206223/50000000000000000000,34817756712931553150786970443723/100000000000000000000,7480253707110558866013280053337/100000000000000000000,6640476591426047527968334946173/50000000000000000000,13731727291748118348282298033251/100000000000000000000,17217938185768377377860952664743/50000000000000000000,-3230395673349795287410867389776000679396999525546469/3125000000000000000
8460312392215055983/100000000000000000000,23780301901448011387092846574723/50000000000000000000,12360610635058720221828798422741/100000000000000000000,697452848329865231303479749897/100000000000000000000,8003602007394971767310595945559/50000000000000000000,19770230006354115236639508329471/100000000000000000000,-396912836331320649299524224174433273528811073421179987/100000000000000000000
33165857713366938147/25000000000000000000,2959111368980373238128905472859/10000000000000000000,1296522174054557655137309136791/20000000000000000000,7884697008591839301104396924519/50000000000000000000,441178671475762395146951882541/12500000000000000000,12655865592613616974964150199639/50000000000000000000,-226270371501502772373527434424423207908649791978343927/100000000000000000000
4765758983584922961/3125000000000000000,10864255810811073861390008497863/50000000000000000000,16851672143188456391637976376051/100000000000000000000,10000789704055536701581198657011/100000000000000000000,5686125112686885653151702831249/25000000000000000000,395194189909598284720489084771/800000000000000000,20588667179539758277691929838509272534305769257614384617/100000000000000000000
396901925627183203/160000000000000000,825622200576301414127065598053/1562500000000000000,124437831199087571192636116519/5000000000000000000,22417131269371663598635936357977/100000000000000000000,1385918789239013455090195764631/100000000000000000000,12100099471749766436579288544723/50000000000000000000,-399437133445212254459526752650928429764734731669902539/50000000000000000000
212829104394161755857/50000000000000000000,4569650394967273136366499459081/50000000000000000000,21530492123698210227398612335913/100000000000000000000,16595481397536829405101109914651/100000000000000000000,1035095941142988328799472444621/50000000000000000000,3948113531343043225714213608993/10000000000000000000,28959565028722392160816748494238936224432007080744884951/100000000000000000000
103059637002308497857/25000000000000000000,63874633818467065354174212203/25000000000000000000,3268201832437763738641491434619/20000000000000000000,14224953228853585914357892934421/100000000000000000000,5180682839874218863886853379267/50000000000000000000,10226987976932884891063260953359/25000000000000000000,4267650940873542937751634508040432671995720013580947650497/100000000000000000000
71863010618691988937/100000000000000000000,26255105201122151193794591141803/100000000000000000000,7629006346218835850679216427901/100000000000000000000,1171220491013524657125029276551/5000000000000000000,9578807204300873378487681372219/100000000000000000000,7973886166775222638691956197627/20000000000000000000,961453221091913535563025572721399724605461739092086861/50000000000000000000
157326020298315740647/100000000000000000000,1788672218689811158226248035211/25000000000000000000,9779963324991144195958355154077/50000000000000000000,2756669013208460608254130693261/20000000000000000000,973086583055165446348554489939/50000000000000000000,33894207245960535098022221043619/100000000000000000000,4407734727223087737381433249527589851102374836033347591/50000000000000000000
187546536144892226759/100000000000000000000,7840752131612992736978327315163/25000000000000000000,20857488423421597637897524547/800000000000000000,7660986215773875952798263823789/100000000000000000000,8197171725824489258827954202921/100000000000000000000,9161800750113674093528813880293/50000000000000000000,-219416520375676880902916955160517067672332913114972151/50000000000000000000
439464136597096183231/100000000000000000000,6774334485223957502494842929709/25000000000000000000,10358026200307576258593494952399/100000000000000000000,8441800105937290211099949654977/100000000000000000000,2095600513737888427633027444623/20000000000000000000,29274335176664872334752909320681/100000000000000000000,892722042448081097419322411052279423130885197537436901/100000000000000000000
392478289990235569921/100000000000000000000,31157559729076010843130994113137/100000000000000000000,8536249260369639767508287847991/100000000000000000000,1973205741258111787698277737649/25000000000000000000,6487772735134205681279445099631/100000000000000000000,2864086063449384924297590465947/12500000000000000000,-1293428929706234642190307653402885297557276835014271713/100000000000000000000
322651682362939286639/100000000000000000000,11160916603309468718946781618123/50000000000000000000,18965942568092597255929037363919/100000000000000000000,6990697951634292519194191251959/100000000000000000000,16409765924122339853790752999521/100000000000000000000,42229699266152814814034744252969/100000000000000000000,17196472079626409814171700960053237883879175679980100601/100000000000000000000
849277165496347079/250000000000000000,3726323397353251585650887221153/12500000000000000000,2457558667679546953840973908603/20000000000000000000,337713165503196537364022274881/20000000000000000000,4589412032451339126468325136661/20000000000000000000,7181066022629081325705876875221/20000000000000000000,198297196714881063189934583468258289617372926163672647/20000000000000000000
136768094172484395799/100000000000000000000,12601805088808126256415505875251/100000000000000000000,936159752408058270481079796773/50000000000000000000,719219791083175159548413046451/4000000000000000000,368463596086896515127454999217/1562500000000000000,40980909461421323201380971640839/100000000000000000000,3622342758570004371575268726098144616449282998683742869/50000000000000000000
1325312402423651351/6250000000000000000,3536972576226802822764700652653/10000000000000000000,29894106390375392346009120176421/100000000000000000000,9817050969182865496154619534113/100000000000000000000,537997761039889079740888776277/12500000000000000000,38989541102557093659933697630561/100000000000000000000,69595761427441410892220344241092890368869486054536991/50000000000000000000
278492984955106806929/100000000000000000000,31297050299291545260540994956839/100000000000000000000,12363502601253100275437462333951/100000000000000000000,35792743582668594305882433124421/100000000000000000000,7303865468005937369555169165901/100000000000000000000,54813404512430943335427035840699/100000000000000000000,4743315100151035542709128052478667642762173444743097921/25000000000000000000
41937860572875248977/100000000000000000000,8381406111786882983972324021273/20000000000000000000,233510709653934234047653853373/3125000000000000000,18958215941163230268039911612103/100000000000000000000,7986201976603427488997154499407/25000000000000000000,11229925253806756486863055048981/20000000000000000000,2193621427023251776992649851657396304136679430362895651/100000000000000000000
270222062705868193553/100000000000000000000,579233252293812895711886302999/100000000000000000000,914191921289878299388261183231/20000000000000000000,9390614900137710833901698923161/100000000000000000000,1591775096356749017577334653671/25000000000000000000,5072970061419597499832474352749/25000000000000000000,68014820835415283125469450902356426217965450386689591999/100000000000000000000
389472422539905492241/100000000000000000000,42106014273980068866091322804367/100000000000000000000,1743270561688572346903944855393/12500000000000000000,661215918083941272586739787453/10000000000000000000,3997267466425004303142854558927/25000000000000000000,18235780309625748503776934570653/50000000000000000000,-2175884753121578115729707895239008094323430292996557853/100000000000000000000
100426812310015145367/100000000000000000000,30697076869454356681823271986951/100000000000000000000,291340354519531103159809598727/10000000000000000000,68878977348062774984013818651/4000000000000000000,237023422195900495513120033271/100000000000000000000,2274240933203832953829471035617/50000000000000000000,-27431896541971551305911509760169640494625739762802143/25000000000000000000
46727626725430332301/12500000000000000000,6502926510574551232800311630947/25000000000000000000,14680954234286238677936891157253/100000000000000000000,6929818951440595207991626785259/100000000000000000000,88232116460029922408901644357/2500000000000000000,624728064182929124721988108243/2500000000000000000,-75359439462599664950364880852042864310319532345671107/50000000000000000000
51628868195813208683/20000000000000000000,1735498108968739192821699409827/12500000000000000000,17679523951956653835861637237297/100000000000000000000,3993135341176245973124350013253/100000000000000000000,514927553825365611844708234811/4000000000000000000,34233923434917024934191383503971/100000000000000000000,475375565079563722495763554592252158778602369977340409/5000000000000000000
118260092909278913691/25000000000000000000,7458125422137679019513253336833/20000000000000000000,9913551737947808849532331879521/100000000000000000000,6322646989864227973472579665843/100000000000000000000,10132783343253586728618875515353/50000000000000000000,71067349905268716895873359911/195312500000000000,-408237178444774602773125859751162739385551879189128637/100000000000000000000
124734155610415804833/50000000000000000000,5020930241766338802132983376707/20000000000000000000,728058925330385330390494898221/5000000000000000000,23932732016478486376878307316061/100000000000000000000,1270207724157563561787481936161/10000000000000000000,51107276026286016577805872484123/100000000000000000000,7842857915042794604319881962686661420435787433354866473/25000000000000000000
648884783542099507683/100000000000000000000,37907896545696553932763415220531/100000000000000000000,7699302891770563651552652614831/100000000000000000000,378325477998456492746103692841/25000000000000000000,3234325120884958603065216316649/100000000000000000000,49542449131014112254590019339/400000000000000000,-641429426670549847190811219374358289425881502108457391/100000000000000000000
115105024502842983463/50000000000000000000,346311076008265751137306930463/3125000000000000000,3182045051192847148809919260307/25000000000000000000,19939364624817238116189532368161/100000000000000000000,452151859346198233269019568039/50000000000000000000,6303424684922639206320349841993/20000000000000000000,582585265673691669655527113577277513790303524736952289/20000000000000000000
83715814073234059179/20000000000000000000,20846069254330806190589729036079/50000000000000000000,1859212907999848790729293082657/100000000000000000000,3172921332173653182562769287891/50000000000000000000,1138109879004338356978354839393/100000000000000000000,1849314635321320706783814492161/20000000000000000000,-384814363472459311882530553802526206148356109172996629/100000000000000000000
65584547793910054361/25000000000000000000,15383507181238313034177390407717/50000000000000000000,1327961915499928968025925129831/50000000000000000000,4107705215591349267306867186407/25000000000000000000,10172704098609732635336941705937/100000000000000000000,28850698904411003851047257707937/100000000000000000000,-108774281000930775213256550877738430730212556504431113/50000000000000000000
21451317971592977863/50000000000000000000,646889522907393440123254209507/2500000000000000000,242349566755751900562056388049/2000000000000000000,1152176088444461278114152276479/20000000000000000000,8473475114342938274098478214281/100000000000000000000,6524354667046652191385577182269/25000000000000000000,3798044942102204147918093378176247586903137551835483/50000000000000000000
9392495622206470109/5000000000000000000,11252346092985158940243868913883/25000000000000000000,954153690390975025972133443/12500000000000000000,7596841480844689704048351794693/50000000000000000000,413079842927642320200462828303/100000000000000000000,1026627055502976737890824962733/20000000000000000000,-337865091928376092661380524376063707297697306490531513/100000000000000000000
97222660548818048101/50000000000000000000,2095256422671446916689905428667/20000000000000000000,12063181132761195864210505363063/100000000000000000000,4153018614585604942350801824591/100000000000000000000,5211956046377573034889872972419/50000000000000000000,26480280617449023497918307856911/100000000000000000000,855620904016765239516420826003683754330756077064179523/20000000000000000000
192175134188115036699/100000000000000000000,25560107379778438084130020094167/100000000000000000000,7721843248914820463162827902343/100000000000000000000,19902553288413092549892222328717/100000000000000000000,19169193209192249310824468402343/100000000000000000000,46552824225588918722528457180429/100000000000000000000,6465636586919909960628523226199009465801156465997884257/50000000000000000000
6146122809029209969/4000000000000000000,17478173886350415335287626561331/100000000000000000000,139752126403829818343045992573/4000000000000000000,4496206255849000630151425275499/50000000000000000000,1339673126426946110408978531803/12500000000000000000,230145174672351162776399418931/1000000000000000000,94298040258201235764992253895417318449910194119593957/20000000000000000000
1225918060135839033/6250000000000000000,1308313271667009273980867191377/100000000000000000000,1467393669331639618856131647679/25000000000000000000,4369671323040272888554830579527/100000000000000000000,15472770171450413716507074233231/100000000000000000000,3027585473821629672692235617413/12500000000000000000,3959916395424041478967842066719442085716514295600519673/100000000000000000000
49484079556439320319/20000000000000000000,5341267980727909353162172271311/25000000000000000000,4027679932583126230199477503409/20000000000000000000,61381470473081537240514934003/390625000000000000,134283654131735169850296226313/5000000000000000000,4721862042231227894667268466151/12500000000000000000,1153064822710549909377528764303172776964947698281856641/25000000000000000000
64596827543929724977/50000000000000000000,15284230933467946874503576616883/100000000000000000000,769643461597749772206813666441/6250000000000000000,3002432339279872233032656738341/25000000000000000000,2676861359200441674812484835223/20000000000000000000,37705096729962391595494507637189/100000000000000000000,2578712303256700433288326361553409612907810823936740189/25000000000000000000
13840232851696089503/12500000000000000000,2095064067476490044138553851009/6250000000000000000,1486726843804676671790371693551/20000000000000000000,754880313581416438292667343001/10000000000000000000,2533229214560410756831451262323/100000000000000000000,8655964981902086942982000876989/50000000000000000000,-328197177486541258398728498094293232404456985262497277/100000000000000000000
309423376175274377923/100000000000000000000,2269226524726488261072877131429/6250000000000000000,16211792503634409778161262938549/100000000000000000000,14803058381624145314673852284203/100000000000000000000,4144216293377726453440564408873/25000000000000000000,47589756030263494894130549146513/100000000000000000000,10549842552945417686147394171122922975161011625654680239/100000000000000000000
460633003861376591911/100000000000000000000,19424065890901017267493176437019/100000000000000000000,3052234794466045656193274109061/50000000000000000000,1145174482682219750658245797929/12500000000000000000,2252012581392575508755879481579/12500000000000000000,8297542224991226527970822932849/25000000000000000000,1802759508504738721424074269146244161994642732769918037/20000000000000000000
111413854121538166359/100000000000000000000,1723647404327148428342163242991/3125000000000000000,89843245461373135151688869933/2000000000000000000,8001532023257176094425519996441/100000000000000000000,1862962366037205462489820984887/20000000000000000000,5428239394738981007794220952657/25000000000000000000,-299238051061084723229300134043730751942240194139510753/25000000000000000000
4330053474281729663/100000000000000000000,3843874584223369816572773075281/25000000000000000000,1702590896781255989998603527193/50000000000000000000,3546870265146662628768891758319/12500000000000000000,4753913670637630803814572255599/50000000000000000000,16053297007241368825789366861469/50000000000000000000,259410243824425525372331942803214969682847859397595551/100000000000000000000
75756948900144970459/20000000000000000000,6261069021176870248676075950189/25000000000000000000,10925203381162562680104309007581/100000000000000000000,15838887575441963049164253871093/100000000000000000000,771366306865051944215991891699/20000000000000000000,7613015016593819767488828978257/25000000000000000000,23881702619185829224185653943825435982066562906484743/1562500000000000000
162915060278295895329/100000000000000000000,10102214396986163120696485347827/25000000000000000000,881023526400951056560800176039/10000000000000000000,830122863097277393378821632839/4000000000000000000,2739679507927718595063131953113/20000000000000000000,43082926244119898107287461810643/100000000000000000000,156775609848016497002323233785675819617162303483027337/20000000000000000000
4878130367643665751/10000000000000000000,372506630866692972481071945169/100000000000000000000,2114985788725668900880701680481/10000000000000000000,190250320866219247428923019479/4000000000000000000,9410423179716585096834026154989/100000000000000000000,16974217419729020681514554254237/50000000000000000000,117054887594838533968315721637826496342545181266944875577/100000000000000000000
13832189538386274317/6250000000000000000,1213459257671325360178151407993/5000000000000000000,3886737572334451466122315305203/20000000000000000000,888442878492072880096766402789/12500000000000000000,388819017168707677588965661319/4000000000000000000,9020752046859888722367284320551/25000000000000000000,1011464290266324404511016873088616296507253985587920207/25000000000000000000
141559974777785815267/50000000000000000000,6636833707954093209805737051113/25000000000000000000,18827894741876160769232356063397/100000000000000000000,8454653548423059576331075001663/50000000000000000000,1764953715199530639063344179619/25000000000000000000,5330262832024285959025707233901/12500000000000000000,10672156055786442193724847154675809970887541990693206567/100000000000000000000
42194773880221103251/50000000000000000000,28622120971398628752886880554087/100000000000000000000,4744172051257590867174268130409/50000000000000000000,2327634883735308166014401184729/50000000000000000000,12956200634509453983047556146227/100000000000000000000,26809169521498540052673631206431/100000000000000000000,-3092776800935793407694693662621860055815167678465097/3125000000000000000
259167747478024482267/100000000000000000000,29983088035233502087931233753131/50000000000000000000,878423011251305668953623487457/6250000000000000000,2569153722740759557677732306997/20000000000000000000,964365794713799292949969043277/6250000000000000000,42325499473592614518221983779531/100000000000000000000,-781628574434438209407333263071664146138783058951615953/12500000000000000000
195181955658323613543/100000000000000000000,3320050732354934226677953430819/12500000000000000000,121573592239346926566554699739/6250000000000000000,3985359564538549376825094255493/50000000000000000000,10975457506420049353328726570257/50000000000000000000,30630312519082696823863640805259/100000000000000000000,64592590698641651664944869808859118393263975172615721/20000000000000000000
222774929974587109367/50000000000000000000,6103670812018747495235310662763/50000000000000000000,814023103255027709300710776507/12500000000000000000,11951836314502347033897387633939/100000000000000000000,1337143403745347769823157817229/100000000000000000000,19532905016459851748516026159973/100000000000000000000,48905802870127176385335033681149576578537303517156721/6250000000000000000
229323925231034093331/100000000000000000000,299512399852758270576302074039/25000000000000000000,226668122773261355983289780113/5000000000000000000,1245026840310025496677220191747/50000000000000000000,26438273901787788564186431999/195312500000000000,20230793987639057811439275757433/100000000000000000000,15305553971532601555140482044937432769585809198180011869/100000000000000000000
138975170409026623827/50000000000000000000,26393382136440487915653873928293/100000000000000000000,4316862962767986380072406932107/25000000000000000000,909676690801544421506267520889/12500000000000000000,3333065927623451746203004225031/25000000000000000000,37780401543565618670223493720647/100000000000000000000,5569962157878249964270036137914161629806603956487697143/100000000000000000000
31908795582649999429/100000000000000000000,13147693313620364210264074124449/50000000000000000000,571043625467257387681410166157/25000000000000000000,1600861057964702467604969444631/25000000000000000000,7741862747047330184055778646149/50000000000000000000,22163536928975881596749797763293/100000000000000000000,-60453603073034689837609222619409420990404044077072347/100000000000000000000
226126533712499092729/100000000000000000000,6489073766491337118787616495397/25000000000000000000,2245498828119597812228070277571/20000000000000000000,508841533257903013471240963021/12500000000000000000,502116113974124002511065353923/100000000000000000000,147807579392886253635169744191/1000000000000000000,-14661929221758593604525116972246635369761543768559259/12500000000000000000
13642154737042501777/100000000000000000000,1044069267905215877645868339891/20000000000000000000,400643135468811475693806256297/20000000000000000000,2996902459869784430434526607637/10000000000000000000,4998505424054799751445454705403/100000000000000000000,1073941427579680733547114704373/4000000000000000000,701741060643897870586157835434071675554385236676813319/100000000000000000000
191814995183567543387/100000000000000000000,3788714324809001264013141861791/25000000000000000000,361816972512546510975739242247/25000000000000000000,456975828402639960634408574987/3125000000000000000,6267639247276096691269568169837/100000000000000000000,215846656752535188101092124943/1000000000000000000,325995077622981249115533013908648914358674023958280753/100000000000000000000
29910638285054100199/50000000000000000000,837251023530352423590187528601/100000000000000000000,14080111429921186306832133250629/100000000000000000000,4947094294034358996135766985123/50000000000000000000,1149389923674197311066495910969/10000000000000000000,8852302620726192246549204888467/25000000000000000000,53567499171481007226301081328846050661967807382959984527/50000000000000000000
21667011650701157287/100000000000000000000,29227744130116952219122317852883/100000000000000000000,2493263591815578116175495064987/25000000000000000000,7512021257998700158386839601839/100000000000000000000,9024206683283545154351442243007/50000000000000000000,4335686014578356489315924627367/12500000000000000000,213398698929772480633707429875403094591731697535244789/100000000000000000000
8630228384223370289/4000000000000000000,15309574359852326223521359751691/25000000000000000000,5277129917195012371505576709389/100000000000000000000,5553437874137055462728414858571/100000000000000000000,3163306928200227275008482352501/50000000000000000000,17154693476528289177985277642099/100000000000000000000,-1609495510351456746641551664594018867584311785830044029/100000000000000000000
203213712881844959513/50000000000000000000,11120132740807281935045661188603/50000000000000000000,2028989351604476889965668264087/50000000000000000000,9273610858854474645857655566877/100000000000000000000,1142330191028603015703438916211/20000000000000000000,19011361183383214911606642720577/100000000000000000000,-35830646085336089280077958300614037695946859062240453/10000000000000000000
226100470003841522337/100000000000000000000,5071991495811333440584492061101/25000000000000000000,9880206397890563670494149249471/100000000000000000000,1106709112776370277878567709787/6250000000000000000,4116377712267294074346522820369/25000000000000000000,21992626136573430178715781965033/50000000000000000000,20856845165969827019026708284310219525276754509116939707/100000000000000000000
148445873348801240549/50000000000000000000,29198765402164939054046520954621/100000000000000000000,11944450297638112418577062854297/100000000000000000000,2470656460282973102482603725147/50000000000000000000,1792546095017742304751334304327/100000000000000000000,3681327203975073763030559484147/20000000000000000000,-77437997109155413289141627801646211902950467318240381/20000000000000000000
515799780441993874773/100000000000000000000,11585226550338545247599856706713/100000000000000000000,1145664468361680323127412607791/25000000000000000000,352986695829345579493175024717/2500000000000000000,6030191390051192923249262297761/50000000000000000000,7670210655055438216703047522813/25000000000000000000,18061992789203909786750347829333937302380877856128339703/100000000000000000000
512768855344632406651/100000000000000000000,45877794339428762730259421493059/100000000000000000000,1767251969338147351689792076499/10000000000000000000,2017756319265096306784097446541/50000000000000000000,461647771803678109538210031189/12500000000000000000,25175075474040809315978993398571/100000000000000000000,-244857965308126076743140910468547935591698763706303643/12500000000000000000
267470185012949250411/100000000000000000000,19716648591190887649509746162759/50000000000000000000,6438081974197165506943279937143/100000000000000000000,9605273455261361461826711765117/100000000000000000000,12869877985401736864556878988919/100000000000000000000,28865559781728067591769532295419/100000000000000000000,-840422862888683736461027435759044639623540291912531269/50000000000000000000
13386759818287294273/6250000000000000000,12385760654016957314796630038731/100000000000000000000,9965361783849519888429289743221/100000000000000000000,28353274665861343491246683621527/100000000000000000000,20121550624946473753766899364319/100000000000000000000,7269648397031830716437172351167/12500000000000000000,24563244707080718218467075066406003521922088515548373389/20000000000000000000
4219054693425602217/2000000000000000000,15511278301002965092374873030033/100000000000000000000,3149494604772757602799030250479/25000000000000000000,1598843910415926668278776487449/10000000000000000000,12911419814450025535509080757499/50000000000000000000,27138582438583381638882849699149/50000000000000000000,299191341158214809544902376676130554140202492431445917/400000000000000000
70161066157269538449/20000000000000000000,12365156857139987738639725431003/50000000000000000000,3707385572035857162288108824407/100000000000000000000,4793396969255731739191309248953/100000000000000000000,225361830252414490385322787233/1250000000000000000,3278626706609196740169624290909/12500000000000000000,196828702999254035807865343684012487984154118409388267/100000000000000000000
132870135101420896851/100000000000000000000,1858928758641198138799783769551/50000000000000000000,9119122217934667120856713876033/100000000000000000000,425080689602893234269859890411/50000000000000000000,3883417709128915782176073440767/50000000000000000000,16829751857010715593172364593117/100000000000000000000,82033104019385389947473628413851983758450897542606251/10000000000000000000
358352699036680481257/100000000000000000000,22597428738616546946858973495589/50000000000000000000,2269714091844733283496722550413/25000000000000000000,5572856055462611369154489831719/50000000000000000000,13047782200065397690850406086827/100000000000000000000,33261270573150574146272857569407/100000000000000000000,-3579862804602195943062897641967328914740382931772610233/100000000000000000000
4659968619024613/6103515625000000,40447639552629061004420172210629/100000000000000000000,15844305909620278204097414913117/100000000000000000000,465269271275536249967830340369/10000000000000000000,3914329733722201678088764169681/100000000000000000000,23619326682204461343279857184349/100000000000000000000,-90413221180053516039536593471848205719431610412896037/20000000000000000000
31405109948958970187/12500000000000000000,18045026703308016563297145878101/100000000000000000000,15299353600877517358838890485841/100000000000000000000,16773969018387300338407113714027/50000000000000000000,3518583619046970771190230890253/100000000000000000000,51063180896002366187194884107039/100000000000000000000,183274407075905455404496266303889495907762196384077241/781250000000000000
22172656398501713023/12500000000000000000,2255072123471236135391804534167/50000000000000000000,5251336029981755420247676738247/50000000000000000000,581858083716365970024131160447/6250000000000000000,193145785126993848908764569363/1250000000000000000,17606184768459791890590253514431/50000000000000000000,24745056471125624599993536515392433525714452759659104897/50000000000000000000
61022501925147574641/50000000000000000000,1467932185649642717751167884381/6250000000000000000,7904789541020422284670054670029/50000000000000000000,9076885863994530945044006105769/50000000000000000000,134845232390536040892142730401/2000000000000000000,1009650301665207338466692746187/2500000000000000000,4820188327597338674542629544720429286731086831334329453/100000000000000000000
236771879097626241001/100000000000000000000,23166161855357498304136011373927/100000000000000000000,7915696027388962867661483380497/50000000000000000000,627046426912997942879577828713/5000000000000000000,2767867070525132033267124031637/50000000000000000000,16875964987945046196894524874467/50000000000000000000,1660905817739061283044397628976502806457218456960372411/50000000000000000000
6132144833239981623/6250000000000000000,6453929769739427278043163071847/50000000000000000000,59340114253900905092980295479/2000000000000000000,2611871743065802877398122647077/25000000000000000000,3112724728273263232350142492239/20000000000000000000,28208112817208037672891108730701/100000000000000000000,203926067866780631753265081005423992914909436585860851/12500000000000000000
244072826162955323751/100000000000000000000,7872408577044568582361734836331/20000000000000000000,5847253324941683348971838514579/100000000000000000000,4452205124012126244555913788137/50000000000000000000,174257592715156437383163966927/100000000000000000000,1653662631648004255304984521613/12500000000000000000,-4095099686591063682216336856928767736429287784428911/1562500000000000000
96892642749718152737/50000000000000000000,22491119996052790438035215019/97656250000000000,13003035889708383999739130332143/100000000000000000000,515800280404501972307845236581/20000000000000000000,2150933523709292103800544857453/50000000000000000000,3908363163771428777696670951701/20000000000000000000,-33489467007780912515395134330008855752161337254209591/25000000000000000000
177469084901418159827/100000000000000000000,50837172734381005535826325402627/100000000000000000000,7315147422541686364816833939839/50000000000000000000,26680306984432827215597746285477/100000000000000000000,36867631494137345807749319711/6250000000000000000,36624776665345219575287215744291/100000000000000000000,-65753426913510885039027363568273614545399357125712909/10000000000000000000
233604943525384649/195312500000000000,8676141426510322340881576807617/20000000000000000000,12533286388723283360953724043667/100000000000000000000,7593849718596055163020246666481/50000000000000000000,1014125830005699356821701620781/25000000000000000000,31318370543183864287979331483469/100000000000000000000,-892115084002976942540110324659059176414353547296475481/100000000000000000000
3908411191777470393/5000000000000000000,25019956984502678603023257943819/100000000000000000000,6666714891502829372219631398711/50000000000000000000,1560511432386030197924699044451/100000000000000000000,4125374451108407520154118887919/100000000000000000000,4451831106145939354382465737067/25000000000000000000,-92874170956297276376831594490451195885978667477220379/100000000000000000000
21539767869887414363/10000000000000000000,12639482747428813733408609924771/100000000000000000000,1931893455865366221663471435183/50000000000000000000,18498415528731788548260695417/10000000000000000000,7576572698317518179534494155383/50000000000000000000,7902391179483607080125648949133/50000000000000000000,5261527555310378964579577754142726319386813887572139/20000000000000000000
82251698700345118729/25000000000000000000,3004140243556479005235304780899/10000000000000000000,5701870846892949539655471129113/100000000000000000000,8151700176647249057519471709277/100000000000000000000,1926856556043764476557265321761/50000000000000000000,8839461551842936717476309291297/50000000000000000000,-735785763313893193181098592825681854576082031025637731/100000000000000000000
194567876587114501227/100000000000000000000,10529936451317724332635676258209/25000000000000000000,1736871926174669328335395089637/100000000000000000000,832799721331886335730433148803/10000000000000000000,14317331452645096759117544279/1000000000000000000,2794478873952631308084525399711/25000000000000000000,-2763917714884315706727606126748300235038401390226423/781250000000000000
39842730077316997647/20000000000000000000,52899096906230075904626079533/5000000000000000000,95284932535034259913502553063/3125000000000000000,7344316463662940780082326965161/50000000000000000000,1059773060378332672072077912679/50000000000000000000,9612012619895978146701594270233/50000000000000000000,9082366818549329507069435784903456616416103063016469321/100000000000000000000
198354326797631515203/100000000000000000000,5515774897156525147560769376069/50000000000000000000,317157476381067489127010827623/10000000000000000000,9525664073349164429602904652933/100000000000000000000,3751799566857051090685816342877/25000000000000000000,27360528358953302524887734262723/100000000000000000000,3710227174441200259662508598175888335679713825672995243/100000000000000000000
449605266175609571/400000000000000000,26274273812740029892221819275207/100000000000000000000,4261384572658879876783934895037/50000000000000000000,951765975878966819090338913451/50000000000000000000,9443410314556892375952380598129/100000000000000000000,19383841837268940419006382080391/100000000000000000000,-2064908951606077270524750205678960678991313757861173/1250000000000000000
9847763348839176367/25000000000000000000,19212061448256432812128262731139/100000000000000000000,11932454260435506537643317018861/50000000000000000000,1919178880745344384593708652013/12500000000000000000,9921814229725367787293511154321/50000000000000000000,14712593644687967396698688925231/25000000000000000000,4185174730366503526905648804254948143702867816979213441/25000000000000000000
83187759262699568839/50000000000000000000,15570154072132295773965056301367/100000000000000000000,677041071250471910245035927071/100000000000000000000,10395054169340856343068192858957/100000000000000000000,2613333954972118102000306984613/25000000000000000000,2516562833412765265764784353127/12500000000000000000,29945031678840598522621188099737189659896468825575601/25000000000000000000
174279340481506499/2500000000000000000,5117693164127148980943743733087/20000000000000000000,7265503137633864579103198777901/100000000000000000000,225583234869324073182990265863/20000000000000000000,7850288404366989069920391623103/50000000000000000000,358016605199283184447454742721/2000000000000000000,-25300924210469903683519688138889110407169252615320899/50000000000000000000
58718038238263598651/20000000000000000000,7865073940959288256351740280043/100000000000000000000,9856198522635822830210566769797/50000000000000000000,313215437076599626940882394637/6250000000000000000,14756348101048981197983909805911/100000000000000000000,19608400159186518809859047388061/50000000000000000000,46593230082561211033699252767347811615560670663801841491/100000000000000000000
