Up to date
A,D,B0,B1,B2,Root,Y
263787674948683115497/50000000000000000000,4674073717286692575837524895673/100000000000000000000,979102327391801864351915107663/12500000000000000000,4826976939871217844666741769513/100000000000000000000,2778747269144959103527257995211/100000000000000000000,192590582408394661126144743897/1250000000000000000,864175585629306142533329812604997406460583912235321089/25000000000000000000
118909482980291951891/20000000000000000000,529529050617921627841186862639/10000000000000000000,7932018899514990352884916511577/100000000000000000000,3699820972331805550882640774597/100000000000000000000,8173053296586884434447115896689/50000000000000000000,1114467356531702785082535844863/4000000000000000000,2064605413145100963306223340737400074428961098346350941/6250000000000000000
28242816686753350927/10000000000000000000,3376459980388225899911649501227/50000000000000000000,3008520886919982403421942211431/50000000000000000000,14878805236848379766111216162847/100000000000000000000,22556038859102934631035814189917/100000000000000000000,43181874659912131327566388091433/100000000000000000000,83885852440070894307021382626846718138157515786934586827/100000000000000000000
123444310224356058087/25000000000000000000,848897403243857114715508715611/100000000000000000000,16359499830843532093270556508517/100000000000000000000,19007887951593129887681126682711/100000000000000000000,43209925688357876581618561409/20000000000000000000,395802113013250040409159047013/1250000000000000000,9163854298595858547076315247171615297515324355211661151/25000000000000000000
12338869261815124001/12500000000000000000,110468774492789354819978530013/12500000000000000000,3391323478087779782660858489599/100000000000000000000,3864552477503298467860053883029/20000000000000000000,38994855566750553557924659327/4000000000000000000,4113557681927727366402627553279/20000000000000000000,439997411142041629791433354212369736374176777728320861/10000000000000000000
367052664566473510863/100000000000000000000,46724177900928829492192887906261/100000000000000000000,365708405064375820636697302001/10000000000000000000,4805772532395999145376720207251/20000000000000000000,3809355094854953925087781307861/50000000000000000000,17417122889458550029148347009029/50000000000000000000,-966232679183410925988934000355050610976580475212029059/50000000000000000000
42163490367157795057/25000000000000000000,22422344755961631341684052488719/100000000000000000000,8477509203274831075015571451269/100000000000000000000,2167417857140912720054116258787/50000000000000000000,8891275658310882821713515049123/50000000000000000000,15110218502881444382080741374717/50000000000000000000,1108202035457218988875924201845354319668331024164025147/100000000000000000000
85166920595961657293/100000000000000000000,142244522927424668305634712651/25000000000000000000,654306398319906974601221709333/50000000000000000000,987335375941646525142932071479/20000000000000000000,4912685918370153480916586870089/50000000000000000000,7667224716103537891558800004713/50000000000000000000,3982955674490771722163777266245150047676474906708429811/100000000000000000000
357216465247450101817/100000000000000000000,322060766346768502386138729693/5000000000000000000,136939507992580528973037486607/5000000000000000000,26832625867525643253020460179157/100000000000000000000,251052058096581925166279295363/2500000000000000000,7766566986097992169140538806781/20000000000000000000,36729096805073861730837145826153936834496037859502934323/100000000000000000000
53518890352399762963/12500000000000000000,11701292485800444334454671064793/100000000000000000000,50944222235667950568551210619/25000000000000000000,7979773728603961189012727391067/100000000000000000000,1678229253876414762700747487097/20000000000000000000,769522232393160335357192497627/5000000000000000000,61124697022625222824989883523275349545875618341068993/100000000000000000000
297466855971703725693/100000000000000000000,40446538530561933847608944513521/100000000000000000000,853785398195513580747673587553/50000000000000000000,336868879721586508877101757593/100000000000000000000,1529031570905185819432773996707/20000000000000000000,9087587093705898222326843194591/100000000000000000000,-135741850918656967411101840521056428108787295762671627/50000000000000000000
5120348244008570021/2000000000000000000,37213210528344193774763602038487/100000000000000000000,665846382778468581939932578963/20000000000000000000,1510428334364573787353551308319/100000000000000000000,1554530664389435166631258352777/25000000000000000000,1371055401151948055185513539917/12500000000000000000,-33965403623130212393734196705869950479955367376645171/10000000000000000000
5254004224557269111/3125000000000000000,12509756240709242290180419739461/100000000000000000000,19753229089560083692320238291/200000000000000000,53071833322870149381907610809/1250000000000000000,84554531314182124093787581457/10000000000000000000,14316588601694321342375311867919/100000000000000000000,6980569819682142603291586807706127462106779224819419/25000000000000000000
184846474916697127559/100000000000000000000,4336983733447932305236857644029/20000000000000000000,3598556551080603313096432492791/20000000000000000000,4256717122934757736415347817237/12500000000000000000,6213166030208578794791296652567/50000000000000000000,64110844342936473444442066944691/100000000000000000000,2365733204067146966771990239785557087204992981869225567/3125000000000000000
306721187776578190713/100000000000000000000,60227259600138000054469410158223/100000000000000000000,384837435626627864724368203773/25000000000000000000,14914170953134632335209245562121/100000000000000000000,3095019860119489369399586328467/20000000000000000000,194520616361717064333137976329/625000000000000000,-2156048297146552728629888880334921327475110596755227987/100000000000000000000
1008729606892137663/20000000000000000000,14957090931584734378993875867179/50000000000000000000,1089416015912710021941591841761/100000000000000000000,928558357967427900403356186871/20000000000000000000,7763648265228539334484391540797/50000000000000000000,14947677698018937374341734869459/100000000000000000000,-94384890043894882264150896332445615496509377640415043/100000000000000000000
4492567309741821237/10000000000000000000,47167295764116683327401449353369/100000000000000000000,64867589844806868800975350893/1250000000000000000,354655509628648250097434344373/100000000000000000000,8504935066457687469832857952973/25000000000000000000,12185300092469203783311911435027/50000000000000000000,-98658055531067551925293937879106577679197165947004079/25000000000000000000
45400529857089946911/12500000000000000000,1684814521921189237438015160011/6250000000000000000,14403425704349993452430605682307/50000000000000000000,25393181625321428292029495100963/100000000000000000000,11473289026727181909797291180817/100000000000000000000,1023631967522610863762187721399/1562500000000000000,59486037823458472332239842624610099306727615634141170697/50000000000000000000
6744817480885955809/6250000000000000000,3778896170567855023731090323139/12500000000000000000,18169168945121820634674616870049/100000000000000000000,15205224556571655202444766607033/100000000000000000000,8383854871900226625224134345771/100000000000000000000,41548730244985977404809192913409/100000000000000000000,1351292585008044849094055890047179513027157616470121421/50000000000000000000
1307374550933568213/10000000000000000000,19139405748867054811639160659811/50000000000000000000,7839570225149674363108859203801/50000000000000000000,987181798480822683766031865923/12500000000000000000,29581258172322937680366211763/12500000000000000000,14005183364274517736275171335411/100000000000000000000,-208714501003123066618258420704705432663611602828310347/100000000000000000000
13984623115987088433/20000000000000000000,224723092798358801256367468571/100000000000000000000,9135883993678698884874016596549/100000000000000000000,1012932596317771482433023141493/12500000000000000000,8158074941960696743741107565487/50000000000000000000,33318770273202542354851264112013/100000000000000000000,338357700034333094831497836862891892024988619934388199509/100000000000000000000
540961664046651100793/100000000000000000000,13093926313034642528645708602683/100000000000000000000,21588515599641956927892366346569/100000000000000000000,10823836738453510506597650335427/50000000000000000000,468424265095370794766801768673/12500000000000000000,46618865152107146636980204994349/100000000000000000000,16592958854558753182752563316667993399938414574017084479/25000000000000000000
23699070953956109231/20000000000000000000,78385256371360594417062384733/1000000000000000000,2797680856698345454149357678769/100000000000000000000,984632729509104171111292876083/25000000000000000000,10247356586925597784252102338327/50000000000000000000,6443567333616687801255789881933/25000000000000000000,1808259647162405003113893401967587260243736804740861451/100000000000000000000
18240491704103280207/6250000000000000000,4396399344024967546785464030041/20000000000000000000,343435300001927241260410691991/50000000000000000000,1045601408180399854379933364029/100000000000000000000,15561879327006464781485910926537/100000000000000000000,1522684065105817056977420159099/10000000000000000000,-57003323311741701318315563281576016049717683926443553/100000000000000000000
455341688117825056361/100000000000000000000,272514667695658933027571108393/25000000000000000000,4988762981969359661798093011351/100000000000000000000,5393925747867846679042486894779/100000000000000000000,4526552728461219941611634546897/100000000000000000000,7454164218584934999590467895213/50000000000000000000,18996672205964338460162766324244717608562941387436383881/100000000000000000000
199131573278325353411/100000000000000000000,22404354807144753688715412312139/100000000000000000000,3367070559696450008966636964489/20000000000000000000,1013183396061561156009461880231/100000000000000000000,2507122518899901090242621960807/20000000000000000000,14362507419341769928385083330823/50000000000000000000,77839530944295841494896293604408434269727085196494189/20000000000000000000
42566842247929988883/20000000000000000000,32808626629494971820026176253023/100000000000000000000,397242766986217254192034144603/10000000000000000000,3814212533551684777914634167037/20000000000000000000,8268025489505879915774347077693/50000000000000000000,2441345938414666119011416169687/6250000000000000000,1480163253884701540312632362277546787357734208116453627/100000000000000000000
216778482481594743873/50000000000000000000,2593670304028984053790677560149/6250000000000000000,5239523687032886995130200708489/100000000000000000000,1587455925964681139593803225237/20000000000000000000,2716434120752938524666798959051/20000000000000000000,26702314376719378377116819904109/100000000000000000000,-127837352180221853232714389412896018846684218053799929/5000000000000000000
584444698948262725609/100000000000000000000,1649143416670605317351035349037/50000000000000000000,2119201645157082241626523707503/50000000000000000000,7292700997006056494858052000037/100000000000000000000,6338203153004154373265554776117/25000000000000000000,36579481969872128852628745554291/100000000000000000000,125996602923797329582087574331426329027286246271583995071/100000000000000000000
12858584225580409551/5000000000000000000,329489090804248218083239366619/2000000000000000000,109494204968358847547100272093/25000000000000000000,271020589989342850695996450559/100000000000000000000,2632389965019179537778769302527/20000000000000000000,2050003394465735855466787517821/20000000000000000000,-9059248034715037708430268584274024861055226772647273/50000000000000000000
1933260544336318329/1250000000000000000,16360838305690172545609792175663/50000000000000000000,24139287979900663401724501439103/100000000000000000000,2574381885500300016297837364309/50000000000000000000,417803475031678145820258566821/100000000000000000000,24316491770364974214804972787997/100000000000000000000,-2258644910968224741019652691348186439649183169573223/1562500000000000000
139795307089120688291/50000000000000000000,751028268359805670431190377123/100000000000000000000,2787684129176635694080907230403/25000000000000000000,2537917390790379152125311505819/50000000000000000000,228982822022534946000140595701/12500000000000000000,17817549289818375045259871910761/100000000000000000000,18047435434824714901130017219991271859831171270654903993/100000000000000000000
26905806058514895789/10000000000000000000,42221383319330826874078697266439/100000000000000000000,15378837704727814287290226507933/100000000000000000000,12196596240333389922949540697747/100000000000000000000,398058047073608868940022525743/6250000000000000000,33850007148287697421755825320709/100000000000000000000,-930298222862519363124086766984817288484815623195523361/50000000000000000000
54282989764262320279/20000000000000000000,499915119877893360059426296089/50000000000000000000,1573907302288835807551814885011/50000000000000000000,12680330114250334767497970551021/100000000000000000000,3606909846078825291300713861531/25000000000000000000,29957716043196094747114975929359/100000000000000000000,123544376333828766700214870748437149468960532480067965497/100000000000000000000
173948440294072966753/100000000000000000000,4228584502599501206420414733617/20000000000000000000,12547569494660188691425635085967/100000000000000000000,258767803740286392789628088707/1000000000000000000,4909527632556051976980099773751/50000000000000000000,23978115943844738278751988431027/50000000000000000000,9738250587971471001589251498027840965195256891130245071/50000000000000000000
410190579776657083/500000000000000000,6555293750620255570334960604957/50000000000000000000,1532753891870704336444643963361/10000000000000000000,11125405900303368086348857762333/50000000000000000000,20247881130321997075448797806207/100000000000000000000,57741441526989983762124115560587/100000000000000000000,2114058600899408492758986779964689305231190980989087793/4000000000000000000
284073707855024212859/100000000000000000000,45828116113558322463431793740757/100000000000000000000,1593219430427359161202546687631/50000000000000000000,244234431026560364617029908451/4000000000000000000,12025763286962530598532221471599/100000000000000000000,21178955030249645973538619061551/100000000000000000000,-1292861431865955050831032970873315303446124279997135921/100000000000000000000
315260827189034502791/100000000000000000000,12637163818309390211524809047677/20000000000000000000,15402597095374988940585732777177/100000000000000000000,12187860645086402320001879763853/100000000000000000000,23338798174358464525284625016699/100000000000000000000,10172431033011321834061643762667/20000000000000000000,-7730263242458412966085493941313170150065871224780268857/100000000000000000000
61978335590691342013/100000000000000000000,10053858473430266522451034380321/25000000000000000000,644465710618480697629412191451/50000000000000000000,1148336381447835715907408634357/100000000000000000000,14052926989971535193128828752047/50000000000000000000,10576896240946727533333755459293/50000000000000000000,-633676889066715075985998382357105625780557900510287/250000000000000000
76314728338394803327/20000000000000000000,694919797237637209617847088417/5000000000000000000,29488320670814709134789936353033/100000000000000000000,474544660198570663920557766511/12500000000000000000,11915629093810945937669542538493/50000000000000000000,56307894837283051380814396198629/100000000000000000000,85724458562645137717248554070677456838130552893129605489/100000000000000000000
132515605356964975193/50000000000000000000,814708414691606176221307963111/20000000000000000000,2842403479859951458231750500977/12500000000000000000,11777664058243511271886739155561/100000000000000000000,2319012879143591787948237647407/25000000000000000000,43646777382569584458255997534131/100000000000000000000,4339609691237159507776675838315254999244990095297144837/2500000000000000000
73583976420266763147/25000000000000000000,26764000026131599095033368556523/100000000000000000000,3116441307313320281728829703867/25000000000000000000,8720837361421819051305004355711/50000000000000000000,463423038258894779761928094831/10000000000000000000,17165566207943522237893958309283/50000000000000000000,1178360677841080060518463978001837511823345817385345309/50000000000000000000
648502685433699759747/100000000000000000000,12058001882916586360281720401121/50000000000000000000,3243546243342905450623377510097/20000000000000000000,1954954257989302447793350651287/25000000000000000000,19711559177118005387821062441969/100000000000000000000,21845157762648984867187863803009/50000000000000000000,35832220147062153900303617991817916445366596353930428563/100000000000000000000
55855782295826879263/100000000000000000000,4396133202654786789181793190253/25000000000000000000,535236924852060885424173270461/4000000000000000000,21051736249399114495711227302659/100000000000000000000,4474923116662389205654641824411/50000000000000000000,2682642633275000158905880607773/6250000000000000000,2904970851175732289167885679925333132627793068215341283/50000000000000000000
238644697728223868177/100000000000000000000,24809298017858671649391256285557/100000000000000000000,1174618926613178720035765341567/12500000000000000000,467765350377598254431274826673/25000000000000000000,630679276530370046177606105343/25000000000000000000,6781362319725427896833399188517/50000000000000000000,-179052233752322526932034936858139053358019189218492937/100000000000000000000
6858663020177243623/6250000000000000000,589321063451759633641723160299/50000000000000000000,8903198768040720991858352746293/100000000000000000000,5036048492393431810622174627301/100000000000000000000,2611439686302283897246751711373/50000000000000000000,3819347090047360700408389306823/20000000000000000000,663132683341678187330115610291082254525432854309691339/6250000000000000000
15705456725316458683/50000000000000000000,1016468200380875638123017530729/20000000000000000000,31243352687581547130731210853909/100000000000000000000,9993947373439079635175095158841/50000000000000000000,25975684674508014008965604196659/100000000000000000000,15374113945772756617711134460203/20000000000000000000,98427862383328913261489569248348082797780701446723289673/50000000000000000000
311288821874605042289/100000000000000000000,272771115712802961655754283609/3125000000000000000,6222163171204064350862356814949/50000000000000000000,6920524347062354961461379230223/50000000000000000000,572374411578238767532829946179/20000000000000000000,14434870369701439789936635223557/50000000000000000000,9738417250418169197105507437246857875414553087498137637/100000000000000000000
525380471879117400903/100000000000000000000,10164841766875470747546832235773/50000000000000000000,5146504512443336550970341286751/100000000000000000000,3612239559528658899203106377897/100000000000000000000,2110883883079692027080277260121/25000000000000000000,3435705447472771204223207878573/20000000000000000000,-21847947633730844490028738246523910037909372095303/6103515625000000
35977932559574934879/10000000000000000000,1964082803902915177382999366341/12500000000000000000,2079654939694470233133950366787/50000000000000000000,6581350603145459554993434139549/50000000000000000000,1745321161501316685878340677301/25000000000000000000,189139302173084767342953555107/781250000000000000,1026882201466965782511301408431201324427897439687949093/50000000000000000000
112347392880726072897/50000000000000000000,257331669309523832775568141297/50000000000000000000,9781242707427906337940282565393/100000000000000000000,12082200351494707788968947344303/100000000000000000000,628293460125922552416427234971/6250000000000000000,31909352135084016306689591416123/100000000000000000000,439869122473663164725717058005484603590371831579939773839/100000000000000000000
54541933182761978853/25000000000000000000,594678006280085074747919023671/100000000000000000000,1536712924257897198922502569713/10000000000000000000,11448161114572232316150390005129/100000000000000000000,44144595280422531412796303551/2500000000000000000,13919054696354278096576166249747/50000000000000000000,17229473907483282639102624099937489101204547450427753243/20000000000000000000
254674874760135010933/100000000000000000000,11866639273035728752031088197453/100000000000000000000,7486210296871393680855083865333/100000000000000000000,421068980897038367359881091051/50000000000000000000,3186136251018470068498719956667/20000000000000000000,23074320400318317057247131240799/100000000000000000000,362528110448476207693033427485394700331394701585425047/50000000000000000000
50810067198936077493/100000000000000000000,12138036904393514510134755151183/25000000000000000000,31127849866361338743242010721659/100000000000000000000,9796351275115797873844404518141/100000000000000000000,17357974063366983271705224439357/100000000000000000000,14260155545757776030453151067179/25000000000000000000,62425793350638659897531638933175460728351108066684769/4000000000000000000
75935552736798800093/50000000000000000000,2419418055508350098884217992443/5000000000000000000,8106003134901565953200705307319/100000000000000000000,13997106553242412369676844612847/100000000000000000000,15854005200676809385243890603539/100000000000000000000,18924815673417337070105798984091/50000000000000000000,-228727438940984154732161260523274101120491976618668699/12500000000000000000
89377703350546420399/20000000000000000000,14375436576469296560162760627/1250000000000000000,16184072769192942798378355203629/100000000000000000000,4796871824028634718556579543631/100000000000000000000,8190047403304053636917148703/100000000000000000000,11782460218384875821947342742611/100000000000000000000,132402553193668421317545214126074664986062500373944819/100000000000000000000
31360266510671341181/10000000000000000000,17932736951435138576687828575019/100000000000000000000,891149770133325187969196144969/25000000000000000000,16855882309988206478911080614843/100000000000000000000,75589052120457515065153235271/6250000000000000000,10378768657274886778775262395527/50000000000000000000,14095366402639001569021833291375043326129111021849877/12500000000000000000
88193541018136321921/50000000000000000000,665527200857699588717930592363/20000000000000000000,9641325441617179561588803329853/100000000000000000000,3358368770516954006729639247077/50000000000000000000,1096994787428845599905381856283/25000000000000000000,5169935283065429801137573285839/25000000000000000000,7112022600101251727153201573131281293246961698719997041/100000000000000000000
40022152879588585049/20000000000000000000,503687672278520382620535210117/4000000000000000000,3088424335521415575146511691563/100000000000000000000,7312549111071419835396820729283/100000000000000000000,11300366398425092305620324121957/100000000000000000000,5380820104589598612404625959643/25000000000000000000,63476054730851535609728387642306706302624881916180501/6250000000000000000
160513169839199998757/50000000000000000000,6596670613019350548707306336017/50000000000000000000,5327036539090843631388815244547/25000000000000000000,108678754968812910621887547261/800000000000000000,16624826282758926488311261566677/100000000000000000000,25743912058893783665819619503299/50000000000000000000,1900616210093244740383229143916311854239519382454462611/1562500000000000000
118840211026398393657/100000000000000000000,26964150016109390719463069086091/50000000000000000000,1337090420074367177429482322819/100000000000000000000,1286455163420581635835370236413/100000000000000000000,4074975319494829530861474027459/50000000000000000000,2040020300439721326957170230979/20000000000000000000,-19233555446931421385080384179269020324286586384075307/3125000000000000000
1921530837248860197/800000000000000000,31639355575205462372685802057753/100000000000000000000,4405098610273444011731791637813/50000000000000000000,1279784417651440627898729336287/10000000000000000000,9882151365167554861933946613221/100000000000000000000,31472605411455077089033110156881/100000000000000000000,-249684200371257295674417264602411987116498404403571/625000000000000000
65842641236066465461/25000000000000000000,629960396259042735808458821901/5000000000000000000,674389602825721034193680439741/5000000000000000000,4143642568144933293053738323763/100000000000000000000,1083546073438206080425775916789/100000000000000000000,9027469792479043324395900624751/50000000000000000000,207678868108080181975042820689394504392719360766171973/100000000000000000000
319730943486999449511/100000000000000000000,2946463177556699364845836471261/100000000000000000000,18946245507987806635208716818033/100000000000000000000,2519170894174783783202059919919/25000000000000000000,827149628870794577264123929697/25000000000000000000,31990726006539776422520732440481/100000000000000000000,54445539729511736514758650095021264998928888379222283963/100000000000000000000
235947931190940362749/50000000000000000000,40053619537590867025633819959273/100000000000000000000,18911328628741581741056168976279/100000000000000000000,6802529138087278713610690734847/100000000000000000000,11689081255114010948706574623999/100000000000000000000,37320830203250609764254543693407/100000000000000000000,-677778292547582879828090331716535830123477296048478897/50000000000000000000
11656326131322782913/50000000000000000000,7312357898612108199298631739327/25000000000000000000,4473465083577127481289566789727/100000000000000000000,122477106979035381553516949413/800000000000000000,239883866004313759773241383857/50000000000000000000,14549528253980154752374574758537/100000000000000000000,-95749098478519788370846053159622287874354726689917459/100000000000000000000
47434642090322544129/25000000000000000000,19591537547889005496425469392263/100000000000000000000,6836551143253991820610755651167/50000000000000000000,10393633299484896112974201636341/100000000000000000000,1973467100741833891015731507541/25000000000000000000,31914978776296135144412791271867/100000000000000000000,464088231452888814796243154561157147906656756090803023/12500000000000000000
22599173418652041741/50000000000000000000,915674408665555683173534261653/12500000000000000000,27448405090715904753521562082151/100000000000000000000,95569749113772905193160329669/10000000000000000000,955824097465965165071916000849/100000000000000000000,721370231313110231408001028777/4000000000000000000,11636379463994294436252975586124091196981337665532801/12500000000000000000
3414839559414249443/5000000000000000000,1419616536024714571668476523337/100000000000000000000,422631947233408974838552083419/6250000000000000000,9908232666233924025572373373489/100000000000000000000,2637531274174886517128438338931/50000000000000000000,10918665935310834765512831155627/50000000000000000000,9458545609564359789244259107059647813957306837441218153/100000000000000000000
34402967272686478507/25000000000000000000,6922800658705697425825164045761/50000000000000000000,2674230096288447751758633663769/12500000000000000000,343641860585362378833764622453/50000000000000000000,10661574010743489773829354583817/100000000000000000000,29016185592614050360354266133707/100000000000000000000,400406466933067913563482533327197100849731402930896561/50000000000000000000
228195790842608829931/100000000000000000000,24877726652823620487942726261653/100000000000000000000,976455022861830528270393371499/25000000000000000000,864601588460391303663227152351/20000000000000000000,4686289657692005441103544864663/25000000000000000000,6617772114969022144093819727457/25000000000000000000,138946665127881080387894911781274553290261296413310443/100000000000000000000
7562124953455682317/12500000000000000000,24848187423867771930117423180203/100000000000000000000,12572918190223631533671983294431/100000000000000000000,1012448696328971351230903871387/100000000000000000000,989989002745026480371934106827/20000000000000000000,1046029017114127529582444903937/6250000000000000000,-76669573001498682698633178988497072920743910387096569/100000000000000000000
8133014465782349419/1562500000000000000,7187704454879381194182871264379/20000000000000000000,1323252740653782755744158335739/25000000000000000000,10330275018795203405213993100293/100000000000000000000,62589273727168411410513540127/100000000000000000000,13341243871047922309277633550943/100000000000000000000,-198677883453078056922063535911814260958825018398041873/100000000000000000000
207825285709752331831/100000000000000000000,51523252447582124787246321630459/100000000000000000000,1215297595007014621199612438477/12500000000000000000,1961855669126698192244831903629/12500000000000000000,8371241536575916186091628931101/100000000000000000000,16860638838067442983278225017491/50000000000000000000,-1423019881338132576260183313654135709131751651111319201/50000000000000000000
24894711371431291499/12500000000000000000,17110463709299981424153802110689/100000000000000000000,6703325022440435214568798513871/100000000000000000000,372942838139211141676193678513/100000000000000000000,3723943896407362924331009888171/25000000000000000000,9802245493364709239740789888801/50000000000000000000,42065306848306287075871632561768344528235808811906721/100000000000000000000
30111104926792930339/20000000000000000000,2022512080781859126067968181021/25000000000000000000,308258719811959473162920208123/100000000000000000000,1481019950848900830599033696097/12500000000000000000,2902361978480717272365572595819/50000000000000000000,15722074710368623904474575976003/100000000000000000000,105312198382550149569195752004420757893358658366399913/100000000000000000000
121585050811083038213/25000000000000000000,2732539565056787342864345360869/12500000000000000000,14454263865985751146572573990591/100000000000000000000,25139435629352275882426513186479/100000000000000000000,19553012670639807841207940078141/100000000000000000000,14778044096711797066721653163569/25000000000000000000,15980584725239991307025652237656348591788939808782918607/10000000000000000000
92114878284730313789/20000000000000000000,1821163014598019068417197404409/20000000000000000000,5077671393867122095164452679489/100000000000000000000,31785956478813210129638675643/2500000000000000000,5045503599905047159313681865397/25000000000000000000,25735376224810338070233842633897/100000000000000000000,622172104179769459458428219493528438305898072478404191/20000000000000000000
440435158452492603393/100000000000000000000,463953163050613842228313963573/2500000000000000000,292780126638269466866401551583/3125000000000000000,4452276122094184964827297237919/100000000000000000000,6319925480990279228039663579337/50000000000000000000,26396284395800646583540320530483/100000000000000000000,539817920378755535080341314626022962730813567438501021/20000000000000000000
4231356937347440997/10000000000000000000,1851494055037616663839308237847/20000000000000000000,5042307976019368236310785874273/50000000000000000000,400708164113703352140929960353/3125000000000000000,4896443556718157829156221811353/100000000000000000000,27337080036256433048419011968137/100000000000000000000,3019137760669312082777722966974041337739899299451399/200000000000000000
227639733008790555103/100000000000000000000,9699155537238205313042604073147/100000000000000000000,4948796828122646616946292617511/25000000000000000000,1919383876274526029853337727733/12500000000000000000,2237223905285272257044557512671/10000000000000000000,28744936650234132840036082124309/50000000000000000000,25844750696154974639940871982624375162223188432381387441/12500000000000000000
1174847565150379669/50000000000000000000,2669944902427772756383196839799/12500000000000000000,13874773120795046793333493548729/100000000000000000000,6638446657142964398154967584917/50000000000000000000,5784354105141799005503455269937/25000000000000000000,489257192898089665971296844037/1000000000000000000,756367543851372809867048578803496287078003286864859501/100000000000000000000
531686750631872867/781250000000000000,13258012903677888726362033563391/50000000000000000000,1030502051536639988093708171663/6250000000000000000,3637686379388076311611449462017/25000000000000000000,8828685037309934535320284289909/50000000000000000000,48674363907576853769508629447863/100000000000000000000,3432918090796647330599779084177457875734490506934906021/50000000000000000000
103039193529194605413/20000000000000000000,5924023683822957302241100710163/20000000000000000000,7212335893789672164465815809853/25000000000000000000,4090043285435689498404558005097/100000000000000000000,259930568622320866552212011137/25000000000000000000,15973928451724686630718282497087/50000000000000000000,33431902665675217639362212593427506138633994409048871/20000000000000000000
177895477061004231941/100000000000000000000,2786508438480392177295451020897/20000000000000000000,24843732921013444559766560109/2500000000000000000,5988876802595674185534844883291/50000000000000000000,28671912397911890162817852157/6250000000000000000,11335067819157215179627188600599/100000000000000000000,-5208128719759042349502562277654567292902386578682047/50000000000000000000
775726756209224507/50000000000000000000,263432437497566936959035289179/4000000000000000000,9860578662393966994660633985141/50000000000000000000,3117639494268921676980393850703/25000000000000000000,602377985519966259133241540801/4000000000000000000,46517558257336660106843307194787/100000000000000000000,1327260105291353680605148085024157969108413607646335023/100000000000000000000
36405095621093179947/10000000000000000000,11433727735877049061312198202617/50000000000000000000,3588932197662877419574044793301/50000000000000000000,19119614679552015187420752481183/100000000000000000000,23275477644439596688727692950249/100000000000000000000,49374236102914292884453100264113/100000000000000000000,36942683396124789797508832130744933913459487017027721463/100000000000000000000
339404046618628336129/100000000000000000000,6844096852732662343447201276119/20000000000000000000,441107276165044610337480400197/20000000000000000000,17299815743803760644703093561431/100000000000000000000,332083239996570928977776048729/10000000000000000000,22282944989528490949805052831191/100000000000000000000,-522370559315151816098904940910738483733122480540588387/100000000000000000000
57064224292901228871/25000000000000000000,874103586518345747794748861773/50000000000000000000,7069945911486453200709675334817/50000000000000000000,427648621868572886757285395739/5000000000000000000,4173071294619871613380032990539/100000000000000000000,5338883930575693877844345382307/20000000000000000000,22369387927572959241749475247917290578913210375970737703/50000000000000000000
374594037133170343227/100000000000000000000,4275665963483146583774451478233/50000000000000000000,997029082215403963384229720587/6250000000000000000,8919114630288131341739613589469/100000000000000000000,1612660249509683725176196083623/10000000000000000000,20477071580813002277740876301643/50000000000000000000,17656501152162272536514964226563499435943626381012172029/20000000000000000000
18857795701765348187/12500000000000000000,5679388761191477602420795665753/20000000000000000000,4142689150641660728479230694857/50000000000000000000,9441394793399955090072868593293/100000000000000000000,3553379934737643488424129906463/25000000000000000000,31878363317735945019577708597057/100000000000000000000,295745318245395301083468239247895510410956047027598151/50000000000000000000
55162136379211296011/20000000000000000000,16952798018994980995351659319087/25000000000000000000,9757376057674679942628231394353/50000000000000000000,737529779547646176942348015127/12500000000000000000,2018646447944957541711998735321/6250000000000000000,11412347715593012033732114376347/20000000000000000000,-1226742892492311820357318202994293294854637645812744081/25000000000000000000
20911114196348524329/50000000000000000000,3400293036145694172135603457269/50000000000000000000,2976032379057640411664113805753/25000000000000000000,8414417136870391802630148005873/100000000000000000000,4953320113400096579039436192721/20000000000000000000,2751202318094145993154097636087/6250000000000000000,16017081996681613379499548890076399577511535681593648381/100000000000000000000
16099189477300234183/10000000000000000000,992275504766532293631003832883/5000000000000000000,19794917034029013340025743420931/100000000000000000000,7102878742682985864523547049759/100000000000000000000,346285903259524128275466660993/100000000000000000000,22932001012198742947609596484779/100000000000000000000,3426273940699954988835078203556453766341158408297657/6250000000000000000
219869801163788851177/100000000000000000000,7050753221476422063691513246253/25000000000000000000,478790521637303161745298242179/5000000000000000000,17820784963527712019357752792157/100000000000000000000,19597488640360008593150287824261/100000000000000000000,46882561517490187632480546274321/100000000000000000000,13479159856158520469533938216867659050438818593058948359/100000000000000000000
70780781555553535669/100000000000000000000,102568487971577687180634615231/800000000000000000,5758265417957949953152285251843/50000000000000000000,204486746318482616265988313921/4000000000000000000,24716248367328214772329826333/4000000000000000000,3799746197103846281095546928787/25000000000000000000,1983004794139403171407927483007140143309734592335559/10000000000000000000
150116237867139007131/50000000000000000000,33044910414739097958113062809423/100000000000000000000,11409645659083853814419218420229/100000000000000000000,5477769503301692064663247848849/50000000000000000000,1980518921795088232641621799291/12500000000000000000,4773717161788897401841221366647/12500000000000000000,643370398612492301987681417049829716111750519493657661/25000000000000000000
157984890120588293117/100000000000000000000,24177148105406533868126805173889/50000000000000000000,1520295155560016525908032969289/25000000000000000000,18964973232773965847497374303/125000000000000000,346602070459843572755939493113/100000000000000000000,2338831188339753471323579488011/12500000000000000000,-7672096695577785102453349386878586538700211216624299/1562500000000000000
